po_id,supplier_id,warehouse_id,employee_id,order_date,expected_delivery_date,actual_delivery_date,status
4088,24,2,144,2023-08-15,2023-09-05,2023-09-03,received
4089,49,4,255,2026-02-05,2026-02-17,2026-02-24,received
4090,78,3,186,2026-02-19,2026-03-09,2026-03-08,received
4091,20,2,186,2024-06-18,2024-06-24,2024-07-02,received
4092,44,8,228,2024-08-14,2024-09-03,,shipped
4093,98,3,200,2026-07-16,2026-07-27,,cancelled
4094,51,6,133,2026-04-11,2026-04-30,,shipped
4095,40,2,141,2023-11-03,2023-11-13,2023-11-15,received
4096,24,10,21,2025-11-27,2025-12-02,2025-12-11,received
4097,60,10,52,2025-05-10,2025-05-21,2025-05-19,received
4098,84,10,286,2024-06-29,2024-07-06,2024-07-12,received
4099,75,1,249,2023-09-06,2023-09-18,2023-09-19,received
4100,99,5,274,2026-01-05,2026-01-20,2026-01-27,received
4101,84,8,137,2024-10-31,2024-11-20,2024-11-24,received
4102,13,5,16,2024-03-24,2024-04-13,2024-04-11,received
4103,11,10,182,2026-03-26,2026-04-02,,shipped
4104,100,4,115,2025-06-21,2025-07-02,2025-07-06,received
4105,51,2,265,2026-06-17,2026-06-30,2026-07-10,received
4106,54,5,176,2024-02-02,2024-02-18,2024-02-26,received
4107,39,3,53,2023-08-16,2023-08-30,2023-09-08,received
4108,81,4,56,2024-12-08,2024-12-23,2024-12-31,received
4109,81,10,96,2025-01-31,2025-02-08,2025-02-09,received
4110,11,5,235,2026-06-10,2026-06-27,2026-07-03,received
4111,25,7,258,2025-11-14,2025-12-05,,shipped
4112,50,7,184,2024-09-05,2024-09-24,2024-09-23,received
4113,48,1,41,2023-10-31,2023-11-09,,pending
4114,78,3,119,2023-12-09,2023-12-19,2023-12-28,received
4115,52,7,43,2023-11-11,2023-11-23,,shipped
4116,97,8,290,2024-01-17,2024-01-29,2024-02-02,received
4117,82,4,94,2023-11-16,2023-11-27,2023-11-28,received
4118,91,5,242,2023-09-02,2023-09-20,,shipped
4119,20,7,149,2024-11-27,2024-12-14,,pending
4120,60,4,137,2025-12-04,2025-12-18,2025-12-20,received
4121,44,3,279,2024-11-15,2024-11-30,2024-12-08,received
4122,94,5,129,2024-01-09,2024-01-16,,shipped
4123,100,8,81,2025-06-16,2025-06-28,2025-07-08,received
4124,22,2,120,2023-11-19,2023-12-08,,shipped
4125,18,4,41,2024-02-27,2024-03-12,2024-03-14,received
4126,38,1,146,2025-06-25,2025-07-04,2025-07-13,received
4127,1,8,145,2024-07-30,2024-08-06,2024-08-12,received
4128,65,8,239,2025-05-21,2025-05-29,2025-05-29,received
4129,57,1,179,2025-01-30,2025-02-17,2025-02-21,received
4130,67,9,107,2023-06-15,2023-06-29,2023-06-29,received
4131,48,7,97,2023-08-26,2023-09-15,2023-09-24,received
4132,70,3,282,2024-07-25,2024-08-07,2024-08-05,received
4133,24,3,36,2023-12-21,2023-12-30,2024-01-02,received
4134,50,5,177,2024-01-05,2024-01-17,2024-01-19,received
4135,66,5,131,2024-04-25,2024-05-12,2024-05-15,received
4136,84,6,104,2025-09-29,2025-10-13,2025-10-15,received
4137,42,1,158,2025-07-16,2025-07-28,2025-07-29,received
4138,80,10,27,2025-06-12,2025-06-29,,shipped
4139,1,8,20,2023-12-07,2023-12-26,,shipped
4140,70,4,251,2025-07-28,2025-08-04,,shipped
4141,85,6,29,2023-05-04,2023-05-25,2023-05-26,received
4142,20,6,29,2024-11-02,2024-11-23,2024-11-26,received
4143,32,5,194,2023-10-21,2023-11-10,2023-11-20,received
4144,62,8,182,2024-05-19,2024-05-27,,pending
4145,28,4,225,2023-03-18,2023-03-23,,pending
4146,75,8,149,2025-05-03,2025-05-14,,shipped
4147,83,6,27,2026-04-16,2026-04-28,2026-05-08,received
4148,81,6,85,2025-02-02,2025-02-18,,shipped
4149,41,6,122,2025-06-04,2025-06-21,2025-06-30,received
4150,92,8,194,2025-07-15,2025-07-26,2025-07-27,received
4151,39,1,260,2026-06-15,2026-06-30,2026-07-03,received
4152,27,6,25,2024-01-19,2024-02-04,2024-02-09,received
4153,44,9,231,2023-03-27,2023-04-12,,pending
4154,38,1,244,2023-06-26,2023-07-05,2023-07-03,received
4155,19,6,72,2025-03-09,2025-03-14,,shipped
4156,15,7,46,2023-10-25,2023-11-08,,shipped
4157,99,5,175,2024-04-30,2024-05-10,,shipped
4158,59,4,257,2024-01-15,2024-02-03,,shipped
4159,12,8,229,2026-03-11,2026-03-18,2026-03-19,received
4160,53,10,230,2025-07-19,2025-08-09,2025-08-09,received
4161,7,5,13,2023-06-07,2023-06-13,2023-06-23,received
4162,81,7,132,2024-03-28,2024-04-17,2024-04-27,received
4163,33,10,113,2026-01-19,2026-01-24,2026-01-26,received
4164,16,2,94,2023-11-11,2023-11-16,2023-11-20,received
4165,10,7,204,2026-01-22,2026-02-10,2026-02-12,received
4166,28,4,158,2025-01-22,2025-01-30,2025-01-29,received
4167,98,9,29,2024-11-30,2024-12-15,2024-12-22,received
4168,28,1,145,2023-11-06,2023-11-27,2023-11-28,received
4169,12,3,283,2024-06-05,2024-06-26,2024-06-24,received
4170,5,1,182,2026-06-23,2026-07-06,2026-07-05,received
4171,30,2,142,2025-11-07,2025-11-21,2025-11-26,received
4172,58,7,231,2023-12-28,2024-01-06,,shipped
4173,30,4,95,2026-07-08,2026-07-22,2026-08-01,received
4174,72,5,148,2024-02-03,2024-02-16,2024-02-24,received
4175,18,8,195,2023-04-19,2023-04-26,2023-05-06,received
4176,69,5,85,2023-09-21,2023-10-12,,shipped
4177,22,9,192,2026-06-08,2026-06-14,2026-06-14,received
4178,69,4,64,2023-08-29,2023-09-17,2023-09-27,received
4179,3,9,105,2023-11-14,2023-12-05,2023-12-12,received
4180,55,1,157,2024-10-22,2024-11-02,2024-11-10,received
4181,34,1,15,2024-10-11,2024-10-18,2024-10-21,received
4182,100,9,145,2026-06-05,2026-06-25,2026-06-29,received
4183,5,2,273,2025-01-25,2025-02-03,2025-02-03,received
4184,44,5,168,2024-02-28,2024-03-06,2024-03-16,received
4185,38,1,295,2023-07-25,2023-08-05,2023-08-12,received
4186,43,3,149,2025-11-28,2025-12-17,2025-12-21,received
4187,25,4,23,2023-09-16,2023-10-03,2023-10-10,received
4188,91,2,92,2023-10-06,2023-10-16,2023-10-26,received
4189,85,6,77,2024-07-31,2024-08-11,2024-08-13,received
4190,42,1,126,2026-04-13,2026-05-04,2026-05-02,received
4191,29,6,125,2026-07-27,2026-08-13,,shipped
4192,10,1,201,2025-10-29,2025-11-03,2025-11-05,received
4193,6,3,40,2025-07-08,2025-07-15,,cancelled
4194,47,5,4,2025-06-14,2025-06-27,2025-07-04,received
4195,29,5,233,2024-12-01,2024-12-16,2024-12-26,received
4196,64,7,226,2025-01-24,2025-02-08,2025-02-10,received
4197,43,6,235,2026-06-15,2026-06-23,2026-06-29,received
4198,34,3,148,2025-11-18,2025-11-30,2025-12-02,received
4199,39,2,195,2024-03-04,2024-03-09,2024-03-14,received
4200,46,10,196,2024-08-05,2024-08-22,2024-08-27,received
4201,39,1,85,2023-04-02,2023-04-14,2023-04-17,received
4202,96,5,221,2024-12-01,2024-12-17,,shipped
4203,39,4,224,2023-01-17,2023-01-29,2023-02-06,received
4204,97,8,292,2025-08-09,2025-08-15,2025-08-13,received
4205,31,5,98,2023-11-14,2023-12-03,,pending
4206,68,1,245,2024-01-12,2024-01-26,2024-01-29,received
4207,31,8,131,2023-05-17,2023-05-31,2023-06-07,received
4208,48,6,156,2026-05-19,2026-05-29,2026-06-06,received
4209,66,2,29,2026-04-16,2026-04-25,2026-04-24,received
4210,10,1,6,2023-10-04,2023-10-19,2023-10-17,received
4211,60,3,15,2024-01-05,2024-01-14,2024-01-23,received
4212,4,7,133,2026-06-18,2026-07-01,2026-07-04,received
4213,87,10,268,2023-09-08,2023-09-24,2023-09-26,received
4214,23,8,4,2023-11-19,2023-11-27,2023-12-06,received
4215,97,3,10,2024-12-26,2025-01-04,2025-01-14,received
4216,89,7,213,2023-11-19,2023-12-04,2023-12-10,received
4217,7,4,82,2025-09-09,2025-09-30,2025-10-04,received
4218,20,6,270,2026-04-02,2026-04-08,2026-04-13,received
4219,86,1,2,2023-10-01,2023-10-12,2023-10-15,received
4220,60,8,183,2023-11-03,2023-11-11,2023-11-17,received
4221,5,4,101,2026-03-27,2026-04-02,2026-03-31,received
4222,29,6,118,2023-02-19,2023-03-07,,cancelled
4223,99,7,185,2025-12-13,2025-12-23,2025-12-21,received
4224,54,6,39,2025-12-03,2025-12-14,2025-12-12,received
4225,11,10,4,2025-10-07,2025-10-27,2025-10-31,received
4226,27,9,43,2026-06-15,2026-06-26,2026-06-26,received
4227,39,3,244,2023-12-03,2023-12-24,2023-12-27,received
4228,33,3,56,2025-10-02,2025-10-20,2025-10-29,received
4229,23,7,264,2024-03-28,2024-04-03,,shipped
4230,83,2,26,2025-07-01,2025-07-15,2025-07-17,received
4231,24,6,237,2024-05-07,2024-05-14,2024-05-13,received
4232,66,10,111,2025-12-12,2025-12-22,2025-12-30,received
4233,32,6,2,2024-10-28,2024-11-18,2024-11-17,received
4234,8,1,276,2023-08-17,2023-08-30,2023-09-06,received
4235,24,2,243,2024-06-09,2024-06-14,2024-06-23,received
4236,7,8,272,2026-03-05,2026-03-13,2026-03-17,received
4237,80,6,274,2024-03-25,2024-04-08,2024-04-09,received
4238,74,3,287,2023-02-01,2023-02-21,,shipped
4239,42,8,273,2026-07-22,2026-08-03,2026-08-01,received
4240,15,6,242,2026-01-12,2026-01-28,2026-02-05,received
4241,36,5,121,2025-09-30,2025-10-12,,shipped
4242,97,2,70,2023-06-19,2023-07-10,2023-07-15,received
4243,22,5,241,2023-02-02,2023-02-10,2023-02-13,received
4244,52,7,176,2024-11-09,2024-11-14,2024-11-12,received
4245,46,6,209,2024-04-03,2024-04-23,2024-04-28,received
4246,6,4,83,2026-07-17,2026-07-22,,cancelled
4247,94,3,27,2026-04-19,2026-04-25,2026-04-25,received
4248,2,8,282,2023-09-03,2023-09-17,2023-09-23,received
4249,16,3,137,2024-01-31,2024-02-14,2024-02-17,received
4250,46,7,201,2026-03-13,2026-03-26,2026-03-27,received
4251,81,9,288,2024-12-10,2024-12-31,2024-12-31,received
4252,58,10,6,2023-06-21,2023-07-07,2023-07-08,received
4253,15,9,211,2023-12-30,2024-01-11,,shipped
4254,37,10,284,2026-05-22,2026-05-30,2026-05-28,received
4255,57,9,19,2023-05-12,2023-06-01,2023-06-07,received
4256,76,1,254,2023-01-22,2023-02-03,2023-02-10,received
4257,42,1,183,2025-07-21,2025-08-11,2025-08-20,received
4258,76,3,121,2024-08-10,2024-08-22,2024-08-24,received
4259,49,10,86,2024-01-06,2024-01-23,2024-01-28,received
4260,1,7,184,2024-04-29,2024-05-07,2024-05-08,received
4261,89,4,62,2025-11-08,2025-11-21,2025-12-01,received
4262,44,7,288,2024-04-05,2024-04-10,2024-04-14,received
4263,17,9,222,2025-07-12,2025-07-20,,shipped
4264,28,8,276,2026-06-15,2026-07-01,2026-07-08,received
4265,49,8,111,2025-01-03,2025-01-08,2025-01-16,received
4266,42,4,66,2025-04-23,2025-04-29,2025-04-30,received
4267,36,3,37,2023-07-31,2023-08-14,2023-08-22,received
4268,50,9,50,2024-10-20,2024-10-30,2024-10-29,received
4269,27,10,13,2025-10-26,2025-11-09,2025-11-10,received
4270,48,6,226,2026-03-13,2026-04-03,,shipped
4271,86,3,136,2026-07-14,2026-07-27,2026-07-27,received
4272,61,6,119,2024-12-31,2025-01-09,2025-01-17,received
4273,67,1,285,2025-11-16,2025-11-28,2025-11-28,received
4274,21,4,285,2024-12-03,2024-12-15,2024-12-24,received
4275,59,8,77,2026-05-31,2026-06-17,2026-06-15,received
4276,97,9,212,2023-01-25,2023-02-14,2023-02-20,received
4277,30,2,201,2025-10-24,2025-11-06,2025-11-07,received
4278,86,6,156,2025-10-11,2025-10-27,2025-11-06,received
4279,23,4,77,2026-07-28,2026-08-16,2026-08-24,received
4280,7,1,242,2025-10-17,2025-10-22,2025-10-22,received
4281,54,5,159,2024-06-02,2024-06-11,,cancelled
4282,33,5,177,2025-10-08,2025-10-16,2025-10-25,received
4283,94,3,187,2025-10-07,2025-10-21,2025-10-19,received
4284,6,3,60,2026-05-31,2026-06-20,2026-06-30,received
4285,78,5,203,2025-09-06,2025-09-17,2025-09-18,received
4286,46,7,292,2024-04-15,2024-04-21,2024-04-30,received
4287,63,6,42,2025-02-26,2025-03-06,2025-03-05,received
4288,70,1,225,2025-03-04,2025-03-19,2025-03-18,received
4289,32,1,26,2023-04-13,2023-04-27,2023-05-05,received
4290,20,9,267,2025-03-24,2025-04-14,2025-04-19,received
4291,34,2,270,2025-08-18,2025-09-02,,shipped
4292,16,7,215,2024-01-16,2024-01-21,,shipped
4293,21,6,241,2025-07-05,2025-07-25,2025-07-27,received
4294,27,5,257,2023-03-25,2023-04-11,2023-04-10,received
4295,37,4,97,2025-03-17,2025-04-04,2025-04-13,received
4296,12,6,197,2026-07-31,2026-08-11,2026-08-17,received
4297,82,2,69,2025-12-20,2025-12-30,2026-01-02,received
4298,50,4,252,2025-06-03,2025-06-09,2025-06-14,received
4299,55,6,189,2024-12-10,2024-12-27,2025-01-04,received
4300,99,4,196,2025-09-30,2025-10-10,2025-10-11,received
4301,71,1,177,2024-10-22,2024-11-04,2024-11-07,received
4302,51,3,108,2025-06-07,2025-06-23,2025-06-24,received
4303,4,5,144,2023-04-13,2023-04-25,2023-04-27,received
4304,93,7,95,2025-03-26,2025-04-01,2025-04-01,received
4305,39,9,267,2025-07-05,2025-07-10,,shipped
4306,48,3,205,2025-03-01,2025-03-08,2025-03-06,received
4307,98,3,45,2026-05-11,2026-05-19,2026-05-18,received
4308,72,6,273,2024-07-18,2024-08-01,,shipped
4309,77,2,190,2025-04-22,2025-05-03,2025-05-07,received
4310,65,8,88,2024-02-25,2024-03-05,,cancelled
4311,63,4,295,2025-12-19,2026-01-06,,cancelled
4312,17,6,270,2024-02-13,2024-02-25,2024-02-24,received
4313,57,3,84,2025-10-09,2025-10-22,2025-10-21,received
4314,36,3,140,2024-06-20,2024-07-08,2024-07-10,received
4315,34,10,121,2024-06-10,2024-06-15,2024-06-14,received
4316,43,1,201,2023-08-16,2023-09-05,2023-09-11,received
4317,32,1,258,2025-09-13,2025-10-01,2025-09-29,received
4318,16,5,218,2023-09-23,2023-09-28,2023-10-04,received
4319,86,4,122,2025-06-25,2025-07-12,2025-07-16,received
4320,93,2,65,2023-11-15,2023-11-23,2023-11-24,received
4321,78,4,256,2026-03-24,2026-04-08,2026-04-14,received
4322,97,4,115,2023-04-03,2023-04-10,2023-04-09,received
4323,30,10,288,2025-03-05,2025-03-24,2025-03-31,received
4324,61,7,159,2024-11-22,2024-12-11,2024-12-11,received
4325,31,3,112,2025-12-31,2026-01-18,,shipped
4326,24,5,89,2025-12-30,2026-01-17,2026-01-25,received
4327,11,9,148,2026-02-22,2026-03-11,2026-03-21,received
4328,98,5,254,2025-11-04,2025-11-19,2025-11-19,received
4329,92,10,60,2026-06-20,2026-06-30,2026-07-05,received
4330,70,8,300,2025-02-10,2025-02-28,2025-03-09,received
4331,46,2,35,2024-04-15,2024-04-25,,shipped
4332,45,8,112,2025-12-14,2025-12-29,2026-01-02,received
4333,48,8,160,2025-09-14,2025-10-04,2025-10-10,received
4334,20,8,78,2025-03-21,2025-03-27,2025-04-01,received
4335,71,10,27,2024-05-31,2024-06-19,2024-06-23,received
4336,80,8,57,2023-11-07,2023-11-21,2023-11-26,received
4337,62,5,150,2025-08-27,2025-09-02,2025-09-06,received
4338,61,5,2,2026-06-19,2026-07-07,,cancelled
4339,75,9,271,2026-03-05,2026-03-23,2026-03-29,received
4340,100,10,185,2023-11-11,2023-11-26,2023-11-30,received
4341,24,9,17,2024-06-14,2024-06-24,2024-06-26,received
4342,47,7,112,2025-08-30,2025-09-10,2025-09-13,received
4343,90,2,199,2024-11-29,2024-12-10,2024-12-13,received
4344,35,1,253,2024-10-12,2024-10-24,,pending
4345,62,8,177,2023-01-18,2023-01-31,2023-02-04,received
4346,62,10,134,2026-03-27,2026-04-05,,shipped
4347,99,4,300,2025-09-12,2025-09-21,2025-09-24,received
4348,67,9,20,2023-12-04,2023-12-14,2023-12-21,received
4349,4,9,203,2023-08-31,2023-09-13,,shipped
4350,80,5,128,2026-07-29,2026-08-11,2026-08-19,received
4351,3,10,161,2026-01-23,2026-01-29,2026-01-30,received
4352,78,10,36,2025-01-31,2025-02-21,,cancelled
4353,22,10,59,2023-02-28,2023-03-16,2023-03-23,received
4354,37,5,231,2025-10-28,2025-11-18,2025-11-19,received
4355,41,9,167,2023-06-27,2023-07-04,2023-07-13,received
4356,40,5,286,2026-05-30,2026-06-07,,cancelled
4357,85,4,269,2024-06-05,2024-06-18,,pending
4358,76,5,195,2023-03-28,2023-04-06,2023-04-06,received
4359,77,4,81,2025-04-19,2025-04-24,2025-05-01,received
4360,88,1,300,2026-03-10,2026-03-31,2026-04-10,received
4361,82,7,248,2023-03-06,2023-03-27,2023-04-04,received
4362,1,5,179,2023-02-19,2023-03-06,2023-03-09,received
4363,26,9,96,2024-09-23,2024-10-09,2024-10-08,received
4364,72,2,281,2025-06-04,2025-06-15,,shipped
4365,3,2,132,2023-03-26,2023-04-02,2023-04-10,received
4366,24,5,99,2025-04-02,2025-04-08,2025-04-11,received
4367,71,5,16,2023-06-15,2023-06-23,,shipped
4368,52,2,61,2025-06-08,2025-06-29,2025-07-04,received
4369,50,7,91,2024-04-13,2024-04-20,2024-04-20,received
4370,29,4,115,2025-07-16,2025-07-31,,pending
4371,55,1,70,2026-01-09,2026-01-23,2026-01-31,received
4372,8,6,184,2026-02-07,2026-02-26,2026-02-28,received
4373,58,3,9,2023-09-28,2023-10-07,2023-10-09,received
4374,3,3,103,2025-11-25,2025-12-01,,pending
4375,51,3,267,2023-12-19,2023-12-25,2023-12-25,received
4376,31,3,33,2025-09-30,2025-10-06,2025-10-11,received
4377,17,4,175,2024-04-09,2024-04-24,,pending
4378,61,5,195,2023-11-08,2023-11-25,2023-11-29,received
4379,2,2,112,2025-04-11,2025-04-29,2025-04-27,received
4380,71,7,96,2025-09-17,2025-10-08,2025-10-09,received
4381,94,6,161,2023-09-24,2023-10-03,2023-10-03,received
4382,32,10,198,2026-07-08,2026-07-24,2026-07-31,received
4383,11,9,2,2024-07-11,2024-07-22,2024-07-23,received
4384,69,2,50,2023-10-10,2023-10-24,2023-10-22,received
4385,98,4,284,2024-12-13,2024-12-30,2025-01-05,received
4386,2,6,200,2023-08-24,2023-08-29,,cancelled
4387,46,3,195,2024-12-10,2024-12-28,2025-01-05,received
4388,64,9,221,2024-11-13,2024-11-18,2024-11-18,received
4389,65,6,210,2025-10-05,2025-10-11,2025-10-19,received
4390,98,7,251,2023-01-09,2023-01-20,2023-01-25,received
4391,12,8,289,2023-04-17,2023-05-04,2023-05-09,received
4392,92,5,13,2025-04-16,2025-04-23,2025-05-02,received
4393,56,5,115,2024-01-03,2024-01-22,,cancelled
4394,64,3,201,2023-09-29,2023-10-05,2023-10-11,received
4395,99,5,288,2023-07-05,2023-07-26,2023-07-26,received
4396,7,8,276,2024-12-05,2024-12-10,2024-12-10,received
4397,10,1,1,2023-11-20,2023-12-05,,pending
4398,68,8,227,2023-03-09,2023-03-17,2023-03-18,received
4399,51,9,248,2023-09-26,2023-10-17,2023-10-24,received
4400,70,8,205,2024-09-25,2024-10-06,2024-10-09,received
4401,80,2,253,2025-06-01,2025-06-17,2025-06-21,received
4402,95,5,139,2023-07-04,2023-07-13,2023-07-11,received
4403,39,7,275,2023-08-24,2023-09-04,2023-09-09,received
4404,13,10,278,2025-06-08,2025-06-20,,cancelled
4405,24,7,272,2024-04-04,2024-04-15,2024-04-22,received
4406,82,10,198,2024-07-29,2024-08-13,2024-08-19,received
4407,31,8,193,2024-11-05,2024-11-16,2024-11-19,received
4408,54,3,230,2023-09-07,2023-09-12,2023-09-21,received
4409,7,5,109,2023-05-03,2023-05-14,2023-05-17,received
4410,82,8,245,2026-01-06,2026-01-12,2026-01-10,received
4411,42,1,90,2024-12-27,2025-01-16,2025-01-25,received
4412,50,1,174,2025-12-29,2026-01-08,2026-01-09,received
4413,16,3,109,2025-08-10,2025-08-25,2025-08-23,received
4414,52,4,149,2024-11-21,2024-12-01,,shipped
4415,18,8,158,2025-09-22,2025-10-11,2025-10-13,received
4416,68,4,165,2025-02-26,2025-03-16,2025-03-20,received
4417,88,6,42,2025-05-17,2025-06-01,,pending
4418,67,5,97,2025-03-17,2025-03-30,2025-04-02,received
4419,36,9,237,2023-09-15,2023-10-01,2023-10-03,received
4420,49,9,128,2026-01-09,2026-01-15,2026-01-17,received
4421,93,4,174,2025-11-12,2025-12-01,2025-12-05,received
4422,60,8,191,2025-11-03,2025-11-11,2025-11-14,received
4423,33,1,24,2024-03-10,2024-03-24,,shipped
4424,79,4,300,2026-02-27,2026-03-07,2026-03-16,received
4425,99,3,168,2026-01-03,2026-01-17,2026-01-27,received
4426,41,6,209,2023-09-01,2023-09-08,,shipped
4427,48,9,266,2025-02-07,2025-02-15,2025-02-15,received
4428,96,8,269,2025-06-23,2025-07-05,2025-07-03,received
4429,86,1,144,2026-03-15,2026-03-30,,shipped
4430,66,1,104,2026-01-08,2026-01-24,2026-01-23,received
4431,98,6,36,2026-04-05,2026-04-13,2026-04-17,received
4432,52,2,287,2024-12-30,2025-01-05,2025-01-06,received
4433,96,5,176,2024-03-10,2024-03-28,2024-04-07,received
4434,33,10,57,2023-05-01,2023-05-14,,pending
4435,30,4,252,2025-06-25,2025-07-14,,pending
4436,24,9,63,2025-09-24,2025-10-03,2025-10-07,received
4437,96,10,5,2024-03-30,2024-04-04,2024-04-04,received
4438,27,1,283,2024-10-23,2024-11-07,,shipped
4439,47,3,227,2023-09-20,2023-09-26,,cancelled
4440,95,8,28,2025-01-09,2025-01-15,,shipped
4441,91,10,31,2023-04-19,2023-05-08,2023-05-08,received
4442,67,3,87,2025-08-09,2025-08-17,,shipped
4443,44,7,238,2025-07-16,2025-07-27,2025-07-30,received
4444,4,7,229,2025-10-30,2025-11-16,2025-11-16,received
4445,41,8,226,2025-06-02,2025-06-19,2025-06-19,received
4446,76,6,22,2023-11-07,2023-11-13,2023-11-16,received
4447,45,5,105,2024-01-17,2024-02-01,2024-02-02,received
4448,74,6,114,2025-09-16,2025-09-24,2025-10-04,received
4449,10,9,146,2024-10-26,2024-11-06,,pending
4450,68,8,54,2023-04-29,2023-05-14,2023-05-16,received
4451,58,4,37,2023-04-17,2023-05-07,2023-05-10,received
4452,77,8,120,2025-02-12,2025-02-17,2025-02-18,received
4453,32,8,140,2024-08-13,2024-08-28,2024-09-04,received
4454,92,3,115,2024-01-16,2024-01-24,2024-01-22,received
4455,96,1,264,2026-06-26,2026-07-07,2026-07-15,received
4456,53,9,296,2024-04-09,2024-04-28,2024-05-07,received
4457,68,9,66,2023-08-12,2023-08-31,2023-09-02,received
4458,1,9,285,2025-08-18,2025-09-01,2025-09-05,received
4459,56,4,246,2026-07-09,2026-07-15,2026-07-17,received
4460,86,4,142,2023-06-13,2023-06-25,2023-07-04,received
4461,53,4,199,2025-02-12,2025-02-25,2025-02-23,received
4462,64,1,117,2026-03-15,2026-03-23,2026-03-24,received
4463,98,4,126,2025-10-19,2025-11-05,2025-11-09,received
4464,14,10,34,2026-03-06,2026-03-17,,shipped
4465,12,6,197,2025-02-11,2025-02-28,2025-03-09,received
4466,58,9,212,2024-05-20,2024-05-25,2024-06-04,received
4467,43,6,164,2023-09-15,2023-09-22,2023-09-21,received
4468,88,4,105,2024-10-29,2024-11-15,2024-11-15,received
4469,4,3,25,2024-11-13,2024-11-18,,shipped
4470,77,10,246,2024-10-11,2024-10-22,2024-10-26,received
4471,41,4,222,2026-01-02,2026-01-22,2026-01-26,received
4472,97,2,203,2024-10-08,2024-10-14,2024-10-18,received
4473,91,6,237,2023-10-11,2023-11-01,2023-11-05,received
4474,88,6,207,2025-10-17,2025-11-03,2025-11-07,received
4475,45,5,256,2023-11-07,2023-11-18,,cancelled
4476,16,7,225,2023-10-20,2023-10-31,2023-11-10,received
4477,35,5,113,2023-09-01,2023-09-08,2023-09-06,received
4478,69,1,164,2023-01-17,2023-01-26,2023-01-28,received
4479,49,5,220,2024-03-04,2024-03-22,2024-03-28,received
4480,68,3,17,2024-07-20,2024-07-29,2024-07-30,received
4481,70,1,149,2024-10-15,2024-10-26,2024-10-24,received
4482,87,7,45,2025-06-03,2025-06-18,2025-06-27,received
4483,73,8,91,2023-05-21,2023-06-11,2023-06-17,received
4484,84,7,78,2023-03-15,2023-03-29,2023-04-03,received
4485,16,2,214,2023-05-23,2023-06-04,2023-06-02,received
4486,6,1,119,2024-03-19,2024-04-07,2024-04-06,received
4487,12,3,97,2024-11-21,2024-12-08,2024-12-10,received
4488,35,4,235,2025-07-11,2025-07-26,2025-07-26,received
4489,15,1,53,2026-07-03,2026-07-17,2026-07-19,received
4490,42,9,294,2024-02-20,2024-03-06,2024-03-12,received
4491,32,10,18,2023-03-27,2023-04-05,2023-04-11,received
4492,43,3,151,2024-05-05,2024-05-21,2024-05-20,received
4493,97,9,61,2025-05-18,2025-06-02,2025-06-02,received
4494,75,9,285,2024-06-26,2024-07-05,2024-07-12,received
4495,55,6,4,2023-08-09,2023-08-30,2023-08-29,received
4496,79,8,297,2026-03-28,2026-04-05,2026-04-09,received
4497,53,9,219,2024-07-03,2024-07-22,2024-07-31,received
4498,48,1,261,2024-07-20,2024-07-27,2024-07-27,received
4499,99,5,128,2024-11-15,2024-12-02,,shipped
4500,85,4,46,2025-09-16,2025-09-30,2025-10-03,received
4501,91,7,149,2025-02-21,2025-03-03,2025-03-09,received
4502,18,10,117,2025-10-29,2025-11-09,,pending
4503,23,2,95,2025-11-14,2025-12-04,2025-12-07,received
4504,31,1,250,2025-09-11,2025-09-28,2025-10-01,received
4505,26,8,289,2023-04-21,2023-05-11,2023-05-09,received
4506,17,9,8,2023-04-04,2023-04-11,2023-04-21,received
4507,57,8,300,2024-04-28,2024-05-03,,shipped
4508,96,10,64,2024-05-03,2024-05-08,,cancelled
4509,72,9,93,2025-02-03,2025-02-08,,shipped
4510,34,1,11,2024-03-08,2024-03-14,,cancelled
4511,3,9,205,2025-10-16,2025-10-29,,cancelled
4512,65,4,299,2024-03-23,2024-04-06,2024-04-06,received
4513,88,3,240,2024-04-16,2024-04-28,2024-05-05,received
4514,95,9,140,2025-01-11,2025-01-30,2025-01-29,received
4515,37,3,68,2026-05-20,2026-05-29,2026-05-30,received
4516,22,3,294,2025-02-11,2025-02-19,2025-02-21,received
4517,36,8,187,2023-05-18,2023-05-26,2023-06-04,received
4518,89,2,273,2025-11-21,2025-11-28,2025-12-02,received
4519,80,9,57,2024-01-14,2024-01-20,2024-01-27,received
4520,51,5,239,2023-08-28,2023-09-13,2023-09-23,received
4521,40,5,24,2023-05-24,2023-06-12,2023-06-13,received
4522,70,1,9,2025-05-02,2025-05-21,2025-05-20,received
4523,72,5,148,2025-07-13,2025-07-30,2025-08-03,received
4524,9,5,5,2023-01-29,2023-02-19,2023-03-01,received
4525,54,10,119,2023-09-28,2023-10-08,,cancelled
4526,32,1,161,2025-10-31,2025-11-16,2025-11-26,received
4527,22,8,204,2025-01-26,2025-02-06,2025-02-08,received
4528,28,3,232,2026-02-02,2026-02-14,2026-02-21,received
4529,30,1,151,2024-08-21,2024-09-10,2024-09-13,received
4530,90,6,248,2026-02-24,2026-03-17,2026-03-25,received
4531,67,6,123,2023-05-12,2023-05-24,2023-06-01,received
4532,26,6,171,2023-03-01,2023-03-21,2023-03-19,received
4533,29,1,213,2024-06-15,2024-06-29,2024-07-09,received
