inventory_id,product_id,warehouse_id,quantity_on_hand,quantity_reserved
3134,574,6,1021,28
3135,574,7,1248,176
3136,575,5,656,82
3137,575,7,326,186
3138,575,8,1830,106
3139,575,4,1047,77
3140,575,2,230,69
3141,575,6,243,173
3142,575,9,1067,54
3143,575,10,187,136
3144,575,3,1991,114
3145,575,1,1209,149
3146,576,2,1004,186
3147,577,6,1545,116
3148,578,9,307,70
3149,578,8,1716,27
3150,578,3,1391,78
3151,578,4,283,58
3152,578,6,1060,61
3153,579,2,1792,91
3154,579,5,958,15
3155,579,6,1794,65
3156,579,1,1102,127
3157,579,4,454,75
3158,579,10,1381,167
3159,580,2,1566,13
3160,580,9,1937,109
3161,580,1,180,17
3162,580,10,1726,46
3163,580,5,1019,190
3164,580,8,302,115
3165,581,4,1478,43
3166,581,6,629,75
3167,581,2,1944,22
3168,582,9,414,159
3169,582,5,1057,25
3170,582,1,719,37
3171,582,10,1928,197
3172,582,7,1585,19
3173,582,4,1889,79
3174,583,9,1547,52
3175,583,10,676,28
3176,584,5,874,102
3177,584,1,1809,118
3178,584,3,1352,0
3179,584,7,1039,74
3180,584,8,1541,40
3181,584,9,129,28
3182,584,2,617,62
3183,584,10,447,58
3184,584,6,1324,154
3185,585,9,295,37
3186,585,5,506,98
3187,585,6,954,187
3188,585,3,843,91
3189,585,7,1976,98
3190,585,4,440,75
3191,585,2,1910,120
3192,585,1,36,10
3193,586,2,1508,83
3194,586,10,516,99
3195,586,5,916,165
3196,586,1,474,46
3197,586,4,1362,193
3198,586,3,1340,39
3199,587,1,532,133
3200,587,6,905,124
3201,587,10,1626,92
3202,587,8,1732,95
3203,587,9,1398,66
3204,587,4,1395,173
3205,587,3,1563,175
3206,587,7,33,11
3207,587,5,1962,10
3208,587,2,82,81
3209,588,6,415,116
3210,589,8,1877,63
3211,589,4,1398,87
3212,589,3,1554,78
3213,589,10,1928,2
3214,589,6,585,62
3215,589,2,1699,125
3216,589,1,518,0
3217,590,10,1941,172
3218,590,3,1436,21
3219,590,5,523,38
3220,590,8,1681,166
3221,590,6,164,106
3222,590,9,258,165
3223,591,2,54,5
3224,591,7,1051,135
3225,591,8,1671,114
3226,591,6,893,44
3227,591,4,1784,57
3228,591,1,259,94
3229,591,3,1245,106
3230,591,5,772,45
3231,592,10,1186,159
3232,592,4,487,73
3233,592,1,1130,139
3234,592,2,119,112
3235,592,7,770,120
3236,592,8,736,190
3237,592,3,138,97
3238,592,9,1168,195
3239,593,8,1896,60
3240,593,9,215,63
3241,593,4,268,164
3242,593,7,1669,52
3243,593,2,1307,189
3244,594,1,1844,42
3245,594,5,1304,163
3246,595,8,1186,3
3247,596,8,600,110
3248,596,3,1508,148
3249,596,5,1007,88
3250,596,7,1917,72
3251,597,10,1148,91
3252,597,3,393,69
3253,597,1,1856,82
3254,597,7,1070,131
3255,597,9,1322,34
3256,597,2,1198,155
3257,597,5,682,21
3258,597,4,843,192
3259,597,8,1499,185
3260,598,9,756,32
3261,598,7,1441,34
3262,598,1,810,178
3263,598,4,674,40
3264,598,5,1950,73
3265,598,10,1315,129
3266,598,6,1499,160
3267,598,3,904,180
3268,598,2,1392,43
3269,599,2,1622,82
3270,599,3,1728,104
3271,599,1,620,7
3272,599,5,331,70
3273,599,6,1701,77
3274,599,7,327,21
3275,599,8,1333,12
3276,599,4,1998,9
3277,600,7,1534,72
3278,600,4,1941,135
3279,600,3,1205,171
3280,600,9,736,141
3281,601,6,1434,99
3282,601,4,1891,108
3283,601,5,1106,79
3284,601,9,675,123
3285,601,2,1784,125
3286,601,7,1668,143
3287,602,2,1252,133
3288,602,7,1265,163
3289,602,5,944,120
3290,602,4,601,44
3291,602,10,304,103
3292,602,8,1551,128
3293,602,3,569,87
3294,603,2,987,37
3295,603,3,231,89
3296,603,5,910,26
3297,603,9,369,171
3298,603,7,1730,138
3299,604,5,1554,50
3300,604,7,1511,158
3301,604,6,422,46
3302,604,3,675,70
3303,604,8,1394,130
3304,604,9,1952,130
3305,604,4,1526,180
3306,604,10,737,130
3307,604,2,522,193
3308,605,8,1557,190
3309,605,7,200,77
3310,605,4,838,172
3311,605,9,1659,64
3312,605,5,557,156
3313,605,3,1300,99
3314,605,1,1770,23
3315,605,6,682,199
3316,605,2,1395,9
3317,605,10,1633,94
3318,606,2,1720,104
3319,606,3,575,81
3320,606,9,200,175
3321,606,8,635,189
3322,606,10,523,98
3323,606,6,1799,199
3324,606,1,1689,166
3325,607,2,960,187
3326,607,6,1079,71
3327,607,3,1612,85
3328,607,1,1480,109
3329,608,9,1317,103
3330,608,1,249,188
3331,608,2,1673,180
3332,608,8,584,14
3333,608,3,770,58
3334,608,4,31,9
3335,608,6,1492,36
3336,609,3,1284,58
3337,609,2,578,123
3338,609,10,1711,170
3339,609,1,615,100
3340,609,4,135,98
3341,609,9,226,187
3342,609,6,1615,101
3343,609,7,1590,108
3344,610,1,1081,134
3345,610,7,509,91
3346,610,3,1309,175
3347,610,5,1931,165
3348,610,8,275,79
3349,610,6,851,103
3350,610,9,972,137
3351,610,4,749,7
3352,611,7,933,110
3353,611,3,1965,122
3354,611,2,1585,134
3355,611,8,176,170
3356,611,4,1360,86
3357,611,9,1033,32
3358,611,6,1104,151
3359,611,10,1949,109
3360,611,5,1303,123
3361,611,1,573,194
3362,612,9,193,16
3363,612,6,1625,196
3364,612,10,465,146
3365,612,4,1509,102
3366,612,8,1871,144
3367,612,7,1852,148
3368,612,1,143,98
3369,612,5,437,60
3370,612,3,280,193
3371,613,7,645,71
3372,613,6,1829,142
3373,614,1,1046,175
3374,614,3,263,57
3375,614,2,1771,145
3376,614,7,1930,89
3377,614,4,978,18
3378,615,9,623,174
3379,615,1,729,154
3380,615,10,1849,158
3381,616,3,1220,51
3382,616,7,1594,182
3383,617,4,1425,191
3384,617,9,131,59
3385,617,6,1858,140
3386,617,2,1338,108
3387,617,1,469,152
3388,618,7,283,154
3389,618,9,865,192
3390,618,5,367,192
3391,618,1,886,164
3392,618,10,457,183
3393,618,8,358,127
3394,618,4,194,78
3395,619,3,85,1
3396,619,10,740,61
3397,620,1,346,91
3398,620,7,491,98
3399,620,9,1214,196
3400,620,4,147,7
3401,620,2,191,156
3402,620,3,1412,185
3403,620,8,778,114
3404,620,5,1943,95
3405,620,10,320,13
3406,620,6,966,70
3407,621,1,1691,8
3408,621,3,258,177
3409,621,7,1791,84
3410,622,1,1080,94
3411,622,9,1007,120
3412,622,6,703,126
3413,622,8,763,112
3414,622,5,559,29
3415,622,2,174,18
3416,622,3,1995,133
3417,622,7,247,152
3418,623,9,1330,123
3419,623,3,504,44
3420,624,7,875,134
3421,624,3,1820,170
3422,624,10,376,47
3423,625,2,1437,168
3424,626,3,136,134
3425,626,2,460,167
3426,627,4,1730,131
3427,627,8,55,44
3428,627,2,1103,150
3429,627,7,496,145
3430,627,1,308,24
3431,627,3,820,89
3432,628,5,1922,169
3433,628,7,216,76
3434,628,6,1133,165
3435,629,1,958,28
3436,629,2,555,81
3437,629,5,438,74
3438,629,6,895,7
3439,629,7,1846,102
3440,629,4,813,69
3441,629,3,1544,52
3442,630,1,1137,145
3443,630,2,837,65
3444,630,4,37,33
3445,630,3,1417,3
3446,630,10,1645,146
3447,630,9,125,15
3448,630,8,1738,134
3449,630,5,1844,30
3450,630,7,207,90
3451,630,6,1246,103
3452,631,2,1292,20
3453,631,10,1019,180
3454,632,4,1616,165
3455,632,2,855,157
3456,633,6,318,107
3457,633,10,1961,22
3458,633,5,1859,41
3459,633,8,1786,113
3460,633,4,342,16
3461,633,2,368,120
3462,633,3,1645,53
3463,633,7,50,21
3464,633,1,581,50
3465,634,6,1884,62
3466,634,9,870,88
3467,635,1,150,18
3468,635,6,883,173
3469,635,2,1363,74
3470,635,3,1679,186
3471,635,8,553,178
3472,635,9,1541,199
3473,635,10,1655,134
3474,635,4,218,124
3475,635,7,717,182
3476,636,9,173,82
3477,636,10,1632,181
3478,636,7,610,19
3479,636,1,1940,151
3480,636,6,956,196
3481,636,3,337,57
3482,636,8,1895,61
3483,636,5,783,142
3484,636,2,1503,174
3485,637,2,821,167
3486,637,3,1141,115
3487,637,10,347,166
3488,637,6,1254,168
3489,638,4,699,87
3490,639,4,926,163
3491,639,9,1644,161
3492,639,7,556,4
3493,639,5,15,7
3494,639,10,725,60
3495,639,3,1356,105
3496,639,6,753,92
3497,639,2,593,130
3498,640,1,611,191
3499,640,2,1849,137
3500,640,9,981,94
3501,641,7,1398,158
3502,642,4,959,123
3503,642,5,185,172
3504,642,1,1366,53
3505,643,7,470,96
3506,643,2,1763,71
3507,643,4,761,90
3508,643,3,703,55
3509,644,8,836,69
3510,645,4,1714,88
3511,645,3,889,81
3512,645,2,524,76
3513,645,9,11,11
3514,645,10,589,138
3515,645,5,127,76
3516,645,6,817,47
3517,646,5,1672,155
3518,646,3,96,49
3519,646,8,1804,1
3520,646,2,640,43
3521,646,7,1957,0
3522,647,8,527,57
3523,647,3,834,130
3524,647,1,1019,146
3525,647,6,1042,147
3526,647,7,619,159
3527,647,4,1075,8
3528,648,10,350,114
3529,648,8,557,120
3530,648,1,444,63
3531,648,3,918,75
3532,648,6,1349,115
3533,648,7,1667,114
3534,649,5,941,25
3535,649,9,186,150
3536,649,6,1057,176
3537,649,8,1079,134
3538,649,2,1679,198
3539,650,6,1215,64
3540,651,3,1083,26
3541,651,7,710,180
3542,651,2,53,38
3543,652,5,1352,161
3544,652,4,110,90
3545,653,1,1410,169
3546,653,6,191,169
3547,653,8,1657,134
3548,653,10,359,69
3549,653,2,1607,5
3550,653,9,1535,196
3551,653,7,1452,23
3552,653,3,413,145
3553,654,6,1945,158
3554,654,4,211,197
3555,654,5,985,69
3556,654,8,1070,52
3557,654,2,253,3
3558,654,10,1588,28
3559,655,1,541,127
3560,655,5,1005,57
3561,655,8,1039,15
3562,655,9,933,84
3563,655,2,926,69
3564,655,6,998,25
3565,656,10,1997,151
3566,656,4,232,152
3567,656,1,1441,44
3568,656,7,810,61
3569,656,3,1799,0
3570,656,8,1206,118
3571,657,4,283,110
3572,658,10,45,41
3573,658,1,1179,66
3574,658,4,687,194
3575,658,3,792,28
3576,658,8,957,2
3577,658,7,1137,177
3578,658,5,1833,47
3579,658,9,1513,67
3580,659,9,1994,102
3581,659,8,921,187
3582,659,6,927,91
3583,659,4,115,5
3584,660,10,247,22
3585,660,8,1964,14
3586,660,9,372,86
3587,660,7,1074,21
3588,660,6,1863,113
3589,660,5,917,160
3590,660,3,1591,175
3591,660,4,244,102
3592,661,5,1552,133
3593,661,7,330,44
3594,662,10,1317,118
3595,663,4,612,75
3596,663,3,1687,61
3597,663,8,316,131
3598,663,2,308,179
3599,663,10,1125,103
3600,663,9,454,197
3601,663,7,1062,116
3602,663,5,342,106
3603,663,1,1347,160
3604,663,6,1741,156
3605,664,3,1916,124
3606,665,10,1827,180
3607,665,3,1159,6
3608,665,5,1935,44
3609,666,4,1659,17
3610,666,9,402,114
3611,666,5,1473,113
3612,666,10,1137,179
3613,666,8,1441,49
3614,666,6,1389,55
3615,666,1,1740,105
3616,666,2,1736,114
3617,666,3,1040,83
3618,666,7,493,57
3619,667,1,1527,15
3620,667,6,583,59
3621,667,2,1606,16
3622,667,3,220,75
3623,667,10,125,115
3624,667,9,1826,111
3625,667,5,1260,121
3626,668,4,1510,152
3627,668,9,35,31
3628,668,3,1805,32
3629,668,1,785,107
3630,668,5,837,108
3631,668,10,874,179
3632,668,2,939,46
3633,668,6,405,145
3634,668,7,80,25
3635,668,8,1529,10
3636,669,6,507,191
3637,669,5,1755,61
3638,669,7,1005,181
3639,670,2,1149,148
3640,670,1,1998,63
3641,670,10,1819,143
3642,670,9,408,33
3643,670,6,161,148
3644,670,3,737,170
3645,671,5,1433,54
3646,671,10,1676,138
3647,671,7,1508,24
3648,671,3,594,170
3649,671,6,103,64
3650,671,2,1811,174
3651,671,1,726,181
3652,671,9,1649,35
3653,671,4,1036,11
3654,672,6,1234,132
3655,672,2,529,49
3656,672,9,732,158
3657,672,4,268,114
3658,672,10,536,160
3659,672,5,510,200
3660,672,7,239,93
3661,672,8,16,9
3662,673,5,852,44
3663,673,9,278,172
3664,673,7,605,173
3665,673,1,15,1
3666,673,8,1873,98
3667,673,6,1611,51
3668,673,4,13,6
3669,673,10,1616,168
3670,673,3,1443,96
3671,674,2,1333,96
3672,674,1,895,100
3673,674,5,438,174
3674,674,9,1114,86
3675,674,3,476,162
3676,674,10,411,3
3677,674,8,1937,195
3678,674,4,1749,129
3679,675,2,745,48
3680,675,1,1410,25
3681,675,4,1852,63
3682,675,8,1864,113
3683,676,4,1211,37
3684,676,8,1182,197
3685,676,5,920,159
3686,676,9,1575,12
3687,676,6,1551,12
3688,676,7,270,41
3689,676,2,651,36
3690,676,10,70,27
3691,677,3,1947,1
3692,677,4,1788,60
3693,677,7,1355,50
3694,677,5,1707,70
3695,677,9,406,72
3696,677,1,701,67
3697,677,10,1101,67
3698,677,2,149,68
3699,678,5,1113,60
3700,678,8,1518,61
3701,678,6,1242,154
3702,678,10,1472,22
3703,678,7,1614,1
3704,678,4,76,69
3705,678,9,1733,25
3706,678,3,1412,166
3707,678,2,110,64
3708,679,7,1802,186
3709,679,2,1694,191
3710,679,9,259,41
3711,680,7,292,130
3712,681,6,691,94
3713,681,5,769,114
3714,681,4,1373,109
3715,681,8,1161,22
3716,681,1,582,20
3717,681,10,806,94
3718,681,2,114,13
3719,681,7,357,149
3720,681,9,1178,107
3721,682,8,1634,200
3722,682,5,725,56
3723,682,3,1638,127
3724,682,1,899,48
3725,682,10,1987,132
3726,682,9,1821,58
3727,682,7,865,175
3728,682,4,141,3
3729,682,6,1807,9
3730,682,2,185,17
3731,683,6,1398,19
3732,683,1,1791,88
3733,683,3,97,54
3734,683,10,587,191
3735,683,9,552,35
3736,683,8,584,102
3737,683,2,718,112
3738,683,7,66,23
3739,683,4,1061,184
3740,684,1,168,94
3741,685,7,6,1
3742,685,2,1122,192
3743,685,8,326,35
3744,685,3,813,171
3745,685,9,322,78
3746,685,4,1839,53
3747,686,10,917,110
3748,686,6,146,33
3749,687,4,1100,53
3750,687,6,622,71
3751,687,1,1143,143
3752,687,10,755,74
3753,687,8,1595,52
3754,687,7,271,99
3755,688,8,1969,18
3756,688,4,675,3
3757,688,2,1518,106
3758,688,5,1860,164
3759,688,3,1434,31
3760,688,10,1939,195
3761,688,1,1370,147
3762,688,7,821,147
3763,688,6,357,15
3764,689,5,341,119
3765,689,7,144,141
3766,689,8,1401,60
3767,689,9,1789,187
3768,689,10,1139,72
3769,689,3,1573,51
3770,689,1,888,77
3771,689,6,543,73
3772,689,2,94,2
3773,690,5,1436,0
3774,691,1,578,88
3775,691,3,1135,137
3776,691,7,252,50
3777,691,6,1133,43
3778,691,9,1274,127
3779,692,2,1229,50
3780,692,10,793,47
3781,692,3,156,72
3782,692,1,676,189
3783,692,5,825,194
3784,692,4,1805,196
3785,692,6,770,193
3786,692,9,989,144
3787,693,2,1996,26
3788,693,10,34,24
3789,693,4,944,56
3790,693,7,245,127
3791,693,3,1244,55
3792,694,3,260,130
3793,695,1,255,45
3794,696,4,557,32
3795,696,1,801,139
3796,696,6,1169,14
3797,696,3,1694,166
3798,696,9,1788,48
3799,697,3,305,86
3800,697,8,1333,96
3801,697,2,1080,41
3802,698,2,1867,14
3803,698,5,1360,108
3804,698,1,773,158
3805,698,9,457,143
3806,698,10,968,26
3807,698,4,381,102
3808,698,7,644,46
3809,699,1,36,26
3810,699,4,1400,171
3811,699,3,1440,150
3812,699,6,581,161
3813,699,9,115,15
3814,699,2,1474,58
3815,699,10,249,54
3816,700,3,1737,9
3817,700,2,1027,69
3818,701,4,518,109
3819,701,8,1168,79
3820,701,10,309,62
3821,701,5,1631,77
3822,701,9,747,49
3823,701,3,591,155
3824,701,6,316,194
3825,702,7,177,91
3826,703,10,1936,129
3827,703,1,170,76
3828,703,5,477,192
3829,703,3,1552,83
3830,703,2,867,189
3831,703,6,772,36
3832,703,7,1191,142
3833,703,9,509,70
3834,703,4,465,113
3835,703,8,367,198
3836,704,2,718,90
3837,704,5,512,35
3838,704,1,142,39
3839,704,7,1910,199
3840,704,6,580,174
3841,704,9,345,32
3842,705,2,606,160
3843,705,5,198,60
3844,705,3,282,175
3845,705,7,1373,2
3846,705,10,1133,76
3847,705,6,1085,177
3848,706,1,1910,20
3849,706,10,610,146
3850,706,7,1417,176
3851,706,5,1397,189
3852,706,3,1490,196
3853,706,2,1519,160
3854,706,6,610,156
3855,706,4,1184,187
3856,706,8,1696,141
3857,706,9,790,97
3858,707,5,1731,82
3859,707,4,909,178
3860,707,2,1220,2
3861,707,8,254,127
3862,707,3,64,52
3863,707,6,18,3
3864,707,1,1662,115
3865,707,7,1887,23
3866,707,9,1328,159
3867,707,10,1194,72
3868,708,8,1666,81
3869,708,1,1901,132
3870,708,9,476,166
3871,708,4,602,34
3872,708,10,482,24
3873,708,6,1236,13
3874,708,7,1755,22
3875,708,3,1825,16
3876,708,5,78,18
3877,708,2,1389,37
3878,709,1,507,79
3879,709,3,1010,40
3880,710,2,1960,24
3881,710,5,1081,116
3882,710,8,198,61
3883,711,2,69,20
3884,711,8,70,65
3885,711,7,1175,54
3886,711,6,587,66
3887,711,5,1141,55
3888,712,7,1175,179
3889,712,3,975,88
3890,712,2,1760,158
3891,712,8,794,148
3892,712,4,569,154
3893,712,5,303,175
3894,712,6,413,99
3895,712,10,57,45
3896,713,2,1223,138
3897,713,1,62,52
3898,714,4,727,109
3899,714,6,463,70
3900,714,5,1564,42
3901,714,3,471,150
3902,714,7,276,193
3903,714,8,78,39
3904,714,10,1950,158
3905,715,7,384,49
3906,715,2,1127,103
3907,715,9,382,166
3908,715,8,993,26
3909,715,1,1351,45
3910,715,10,1744,141
3911,716,9,1478,32
3912,717,10,982,51
3913,717,2,1096,81
3914,717,5,44,30
3915,717,3,1454,27
3916,717,4,737,54
3917,717,7,1513,15
3918,717,6,1661,4
3919,717,8,1337,200
3920,717,1,151,88
3921,718,2,1133,179
3922,719,10,1430,184
3923,719,1,1409,15
3924,719,9,547,35
3925,719,7,903,177
3926,720,2,1350,198
3927,720,6,1439,1
3928,720,1,652,27
3929,720,10,605,73
3930,720,4,494,106
3931,720,8,110,51
3932,720,5,1645,173
3933,720,7,835,98
3934,721,8,1922,80
3935,721,1,710,163
3936,721,7,797,129
3937,721,9,174,92
3938,722,1,1058,47
3939,722,6,67,13
3940,722,4,1417,0
3941,722,3,265,51
3942,722,9,1848,50
3943,723,3,1807,137
3944,723,5,1072,125
3945,723,6,809,136
3946,723,7,538,0
3947,723,8,1454,99
3948,723,1,206,26
3949,723,9,1311,77
3950,723,4,752,182
3951,723,10,1067,170
3952,724,8,464,78
3953,724,5,1680,61
3954,724,1,1307,167
3955,724,9,50,33
3956,724,7,1580,73
3957,724,10,612,147
3958,724,3,1459,37
3959,724,2,1102,29
3960,724,6,1765,83
3961,724,4,1050,138
3962,725,9,1703,132
3963,725,10,290,82
3964,725,4,1161,166
3965,725,7,1068,11
3966,726,8,1105,60
3967,727,6,1416,177
3968,727,4,707,63
3969,727,1,165,81
3970,727,5,1623,112
3971,727,3,1731,115
3972,727,8,576,111
3973,727,10,902,27
3974,728,5,269,15
3975,728,9,1316,15
3976,728,6,1098,19
3977,728,7,1217,43
3978,728,2,755,38
3979,728,3,500,1
3980,728,4,1865,141
3981,728,10,328,53
3982,729,9,33,7
3983,729,2,988,173
3984,729,4,789,199
3985,729,8,162,159
3986,729,7,982,53
3987,730,9,674,100
3988,730,6,1669,6
3989,730,2,1630,162
3990,730,8,484,98
3991,730,10,463,178
3992,731,8,1801,56
3993,732,8,1418,142
3994,732,9,1014,197
3995,732,3,295,91
3996,733,9,366,113
3997,734,9,1419,45
3998,734,1,1026,85
3999,734,2,99,54
4000,734,3,1240,178
4001,734,4,1025,58
4002,734,10,1179,112
4003,734,7,761,165
4004,734,6,1936,34
4005,734,5,1647,146
4006,734,8,1495,56
4007,735,9,30,23
4008,735,7,703,131
4009,735,1,1038,68
4010,736,3,1554,36
4011,736,9,939,161
4012,736,4,483,50
4013,736,7,916,27
4014,736,5,707,71
4015,736,6,36,15
4016,736,8,1004,119
4017,736,1,1403,135
4018,737,3,1158,197
4019,737,1,447,23
4020,737,5,725,46
4021,737,6,1674,22
4022,738,3,918,100
4023,738,8,1164,7
4024,739,5,857,89
4025,739,10,189,141
4026,739,7,524,123
4027,739,8,81,11
4028,739,9,501,25
4029,739,3,1892,32
4030,739,6,410,151
4031,740,3,1187,127
4032,740,2,420,182
4033,740,1,545,85
4034,740,9,1252,40
4035,740,4,996,31
4036,740,8,1709,161
4037,740,7,310,112
4038,740,6,1469,171
4039,740,5,882,14
4040,740,10,1346,142
4041,741,1,1114,148
4042,742,10,379,40
4043,742,3,659,83
4044,742,2,1085,181
4045,742,9,1666,42
4046,743,4,391,47
4047,743,7,691,75
4048,743,8,15,4
4049,744,2,1588,33
4050,744,6,1310,96
4051,744,9,391,167
4052,744,8,422,17
4053,744,10,799,40
4054,744,7,1052,156
4055,745,10,417,109
4056,745,5,910,80
4057,746,5,27,20
4058,746,10,592,8
4059,746,8,369,179
4060,746,7,103,74
4061,746,1,1610,46
4062,747,5,1774,10
4063,747,10,420,50
4064,747,9,610,157
4065,747,6,888,40
4066,747,8,1192,99
4067,747,4,1137,186
4068,747,3,1034,29
4069,747,1,1998,78
4070,747,7,703,52
4071,747,2,514,62
4072,748,2,507,168
4073,748,7,1259,138
4074,748,6,183,121
4075,749,7,956,106
4076,749,3,784,192
4077,749,4,1562,26
4078,749,5,916,87
4079,749,10,915,145
4080,749,8,1028,165
4081,749,1,1313,194
4082,749,2,946,172
4083,749,6,830,171
4084,750,3,1310,8
4085,750,1,1009,90
4086,750,4,1604,22
4087,751,8,1994,195
4088,751,9,310,55
4089,751,6,1508,102
4090,751,4,340,115
4091,751,10,493,150
4092,751,3,655,94
4093,751,1,313,48
4094,751,7,333,99
4095,751,2,1212,187
4096,751,5,1912,32
4097,752,4,636,33
4098,752,1,987,42
4099,752,8,1237,91
4100,752,2,247,94
4101,752,6,196,87
4102,753,1,1771,48
4103,753,6,100,42
4104,753,5,573,10
4105,753,2,1078,157
4106,753,4,415,52
4107,753,10,769,144
4108,753,9,223,124
4109,753,8,655,89
4110,753,3,1951,150
4111,753,7,569,90
4112,754,1,45,14
4113,754,10,1016,75
4114,755,6,747,62
4115,755,2,1512,143
4116,755,3,1921,123
4117,755,7,1074,19
4118,755,1,1698,24
4119,755,5,381,155
4120,755,10,851,178
4121,756,1,231,104
4122,756,8,780,19
4123,756,3,591,158
4124,757,8,1488,37
4125,757,10,360,96
4126,757,6,1655,11
4127,757,5,1293,117
4128,758,7,653,98
4129,759,4,625,11
4130,759,3,1863,157
4131,759,5,949,107
4132,759,10,41,15
4133,759,1,1055,183
4134,759,7,1194,27
4135,759,2,1785,193
4136,759,6,1948,15
4137,759,9,396,114
4138,760,6,180,90
4139,760,1,1861,113
4140,760,3,1554,178
4141,760,9,562,74
4142,760,10,667,169
4143,760,2,1070,91
4144,760,4,1666,29
4145,760,8,769,97
4146,761,4,1227,199
4147,761,3,1841,6
4148,762,8,49,34
4149,763,10,345,164
4150,763,3,563,178
4151,763,1,1949,191
4152,763,5,1474,137
4153,763,7,1004,78
4154,763,4,608,20
4155,763,2,1738,84
4156,763,8,1402,124
4157,763,6,221,150
4158,763,9,29,23
4159,764,5,478,175
4160,764,2,887,40
4161,764,6,209,52
4162,765,8,495,113
4163,765,10,344,185
4164,765,1,733,60
4165,765,7,1137,68
4166,765,3,1806,155
4167,765,4,686,83
4168,766,10,884,159
4169,766,1,1527,111
4170,766,3,121,32
4171,766,4,1526,10
4172,766,7,806,80
4173,766,9,1338,113
4174,766,6,105,92
4175,767,1,938,110
4176,767,10,1858,33
4177,767,7,972,43
4178,767,8,495,110
4179,767,6,1818,99
4180,768,3,419,101
4181,768,7,781,21
4182,768,6,1623,113
4183,769,4,686,180
4184,769,9,810,100
4185,769,2,1877,191
4186,769,8,1351,112
4187,769,10,457,26
4188,769,6,659,77
4189,769,7,558,169
4190,769,3,1061,92
4191,769,1,1568,38
4192,770,2,728,105
4193,770,8,287,89
4194,770,9,691,142
4195,770,6,1025,109
4196,770,10,1247,132
4197,771,1,539,62
4198,771,8,653,98
4199,771,5,307,101
4200,771,10,1572,116
4201,772,6,1009,127
4202,772,2,802,156
4203,772,4,1241,69
4204,772,3,774,114
4205,772,10,626,108
4206,772,9,1966,117
4207,772,1,347,141
4208,772,8,1990,83
4209,773,5,1330,76
4210,773,6,900,58
4211,773,3,697,91
4212,774,1,191,42
4213,774,6,486,192
4214,774,8,698,49
4215,774,9,340,174
4216,775,4,723,120
4217,775,2,1009,145
4218,775,10,1836,163
4219,775,8,591,139
4220,775,9,969,130
4221,775,1,1688,113
4222,775,3,602,74
4223,775,7,884,15
4224,775,5,695,64
4225,775,6,1643,153
4226,776,9,331,131
4227,776,2,1042,131
4228,776,6,1846,37
4229,776,4,814,178
4230,776,3,1005,71
4231,777,7,85,47
4232,777,8,493,112
4233,777,10,1308,161
4234,777,2,1786,18
4235,777,3,478,24
4236,777,6,516,41
4237,778,9,1855,70
4238,778,5,959,172
4239,778,10,399,143
4240,778,3,1169,43
4241,778,8,1924,198
4242,778,4,1711,35
4243,778,2,271,137
4244,778,7,1600,9
4245,779,6,768,168
4246,779,8,648,190
4247,779,3,956,127
4248,779,7,1977,132
4249,780,5,375,13
4250,780,1,1722,51
4251,780,7,453,72
4252,780,6,109,58
4253,780,10,440,4
4254,780,2,313,62
4255,780,9,1440,50
4256,780,8,649,170
4257,780,3,1063,108
4258,780,4,1025,35
4259,781,1,122,70
4260,781,5,1097,36
4261,781,9,1070,2
4262,781,7,1563,84
4263,781,8,500,93
4264,781,6,1077,129
4265,782,7,812,119
4266,782,6,1758,102
4267,782,2,224,152
4268,782,5,1812,172
4269,783,5,1122,191
4270,783,10,1827,94
4271,783,6,777,93
4272,783,4,1716,174
4273,783,7,723,186
4274,784,3,1935,138
4275,785,1,510,30
4276,785,9,1063,90
4277,786,5,660,199
4278,786,7,1739,196
4279,786,9,1610,19
4280,786,3,1904,11
4281,786,10,669,78
4282,786,8,1698,101
4283,787,7,953,26
4284,788,10,183,98
4285,788,9,936,28
4286,788,8,754,80
4287,788,6,286,147
4288,788,5,840,51
4289,789,4,1897,152
4290,790,1,69,38
4291,790,9,150,55
4292,790,5,199,170
4293,790,10,1605,33
4294,790,7,968,143
4295,790,2,1168,184
4296,790,3,1288,46
4297,790,8,1209,169
4298,791,4,442,186
4299,791,1,1198,84
4300,791,3,1971,14
4301,791,2,234,9
4302,792,3,1981,20
4303,793,8,275,65
4304,794,6,1290,102
4305,795,2,0,0
4306,795,1,899,38
4307,795,9,358,95
4308,795,3,1951,129
4309,796,10,376,71
4310,796,5,1851,199
4311,796,8,1811,78
4312,796,2,364,37
4313,796,7,820,149
4314,796,6,1900,6
4315,796,4,269,33
4316,796,1,1915,94
4317,797,5,734,42
4318,797,7,116,41
4319,797,8,1118,160
4320,797,1,965,108
4321,797,9,623,62
4322,797,2,949,175
4323,797,3,125,115
4324,797,4,1175,133
4325,798,1,1766,86
4326,798,8,135,33
4327,798,9,799,6
4328,798,10,1083,98
4329,798,2,806,21
4330,798,3,1871,162
4331,798,5,1101,54
4332,798,6,30,11
4333,799,8,1101,168
4334,799,10,865,11
4335,800,6,1133,133
4336,800,7,237,169
4337,800,9,1679,19
4338,800,8,229,200
4339,800,2,584,25
4340,800,4,1066,118
4341,800,10,12,11
4342,801,10,635,188
4343,801,2,1115,111
4344,801,6,338,160
4345,801,1,352,50
4346,801,7,1432,200
4347,801,9,973,131
4348,801,8,578,172
4349,801,3,1033,127
