po_item_id,po_id,product_id,quantity_ordered,quantity_received,unit_cost
4948,1402,2797,430,430,360.94
4949,1402,4766,23,23,440.19
4950,1402,2609,269,269,419.52
4951,1403,4059,417,417,73.27
4952,1403,3571,336,336,49.56
4953,1403,2271,146,146,417.59
4954,1403,1191,363,363,74.94
4955,1403,2489,397,397,16.92
4956,1403,2073,178,178,333.36
4957,1404,4384,271,271,217.82
4958,1404,3580,137,137,294.28
4959,1404,522,201,201,323.6
4960,1405,1665,279,279,210.35
4961,1405,1233,377,377,116.83
4962,1405,3176,71,71,418.5
4963,1405,934,247,247,159.97
4964,1406,4530,358,358,322.0
4965,1406,3120,340,340,328.9
4966,1406,1999,69,69,333.62
4967,1406,912,129,129,135.32
4968,1407,1539,103,103,346.72
4969,1408,3740,389,379,494.43
4970,1408,1791,259,71,439.89
4971,1408,438,190,106,32.96
4972,1408,2440,356,255,147.83
4973,1408,2916,312,91,170.42
4974,1409,76,337,337,227.46
4975,1410,1548,182,182,453.98
4976,1410,2848,319,319,394.87
4977,1411,1839,254,254,386.4
4978,1412,2579,247,247,442.91
4979,1413,1221,60,60,352.33
4980,1413,141,384,384,267.55
4981,1413,2517,451,451,186.52
4982,1413,4706,96,96,122.73
4983,1414,2797,320,320,360.94
4984,1415,4011,377,0,440.88
4985,1416,3525,165,165,45.41
4986,1416,1973,182,182,403.83
4987,1416,4590,468,468,81.64
4988,1416,4566,493,493,363.51
4989,1416,4863,60,60,157.77
4990,1416,927,262,262,20.37
4991,1417,3713,473,157,92.94
4992,1417,2148,218,140,496.35
4993,1418,4079,295,295,473.45
4994,1419,2409,127,70,352.9
4995,1419,3468,375,173,20.71
4996,1419,589,180,135,247.8
4997,1419,1535,116,57,14.94
4998,1419,1151,235,27,183.82
4999,1420,3606,239,239,151.96
5000,1420,4311,391,391,478.64
5001,1420,3836,250,250,263.32
5002,1421,582,465,465,426.23
5003,1421,3436,395,395,18.33
5004,1421,4953,329,329,18.27
5005,1421,3548,460,460,367.98
5006,1421,828,301,301,493.7
5007,1421,1900,411,411,74.24
5008,1422,2114,329,0,48.11
5009,1422,3448,337,0,463.59
5010,1422,808,100,0,453.79
5011,1422,4603,44,0,251.37
5012,1423,2079,382,382,384.94
5013,1423,1669,144,144,135.8
5014,1423,4180,362,362,465.69
5015,1424,4603,218,218,251.37
5016,1424,2260,195,195,89.51
5017,1424,3437,193,193,169.61
5018,1424,2322,82,82,10.92
5019,1424,2692,82,82,297.45
5020,1424,3404,266,266,82.0
5021,1425,3534,132,132,45.84
5022,1425,250,304,304,253.71
5023,1425,4796,377,377,393.2
5024,1425,234,214,214,39.16
5025,1425,2946,470,470,147.0
5026,1426,1698,42,42,350.13
5027,1426,2480,246,246,200.93
5028,1426,3144,233,233,110.81
5029,1427,4797,255,255,294.74
5030,1427,2861,290,290,183.24
5031,1427,1942,186,186,303.25
5032,1427,4244,232,232,425.83
5033,1427,4024,256,256,353.93
5034,1427,1370,451,451,208.73
5035,1428,2277,328,328,152.6
5036,1428,894,246,246,39.3
5037,1428,945,139,139,305.3
5038,1429,485,362,362,392.25
5039,1429,2721,440,440,473.74
5040,1429,2425,232,232,11.3
5041,1430,1324,341,341,322.42
5042,1430,1948,357,357,415.82
5043,1431,2304,35,20,325.83
5044,1431,4257,219,82,257.56
5045,1431,2947,340,251,299.15
5046,1431,3055,120,105,36.46
5047,1431,1427,260,64,378.14
5048,1432,1249,23,23,275.89
5049,1432,2268,194,194,333.25
5050,1432,1317,83,83,494.95
5051,1432,1319,251,251,244.39
5052,1433,2604,301,301,355.53
5053,1433,4101,325,325,63.35
5054,1433,2248,165,165,494.74
5055,1433,1318,431,431,384.95
5056,1434,1100,69,69,24.9
5057,1434,2232,470,470,178.49
5058,1434,2944,397,397,92.94
5059,1435,4699,207,207,280.7
5060,1435,4294,266,266,309.85
5061,1435,1229,326,326,475.98
5062,1435,2431,131,131,458.45
5063,1435,3352,59,59,459.25
5064,1436,4216,261,261,299.2
5065,1436,1813,385,385,424.99
5066,1436,4470,209,209,317.4
5067,1436,1799,286,286,174.21
5068,1436,1190,196,196,156.35
5069,1436,4561,383,383,146.31
5070,1437,3844,404,404,311.92
5071,1437,2192,478,478,311.59
5072,1437,4234,306,306,396.5
5073,1437,3988,194,194,193.72
5074,1437,3616,450,450,402.97
5075,1438,4543,153,0,172.18
5076,1438,2004,264,0,423.14
5077,1439,4322,361,361,152.24
5078,1439,2516,316,316,405.37
5079,1439,1398,398,398,88.2
5080,1439,527,442,442,320.75
5081,1440,1937,329,329,65.98
5082,1440,1914,116,116,188.18
5083,1440,3867,499,499,131.59
5084,1440,1426,435,435,35.55
5085,1441,4530,275,0,322.0
5086,1441,1505,176,0,430.59
5087,1441,2844,495,0,288.68
5088,1441,4558,242,0,18.39
5089,1442,3938,215,215,438.83
5090,1443,1196,337,337,151.23
5091,1443,3786,185,185,84.6
5092,1443,224,457,457,313.27
5093,1443,1172,19,19,95.29
5094,1443,822,381,381,355.88
5095,1444,261,355,355,412.2
5096,1444,3902,53,53,232.28
5097,1444,2725,309,309,336.1
5098,1444,2742,168,168,304.19
5099,1444,624,93,93,246.61
5100,1445,4060,85,4,209.95
5101,1445,1366,104,54,452.51
5102,1445,3068,412,312,92.31
5103,1445,4938,219,114,262.65
5104,1446,2258,113,0,154.46
5105,1446,3901,362,0,248.76
5106,1446,3341,487,0,353.4
5107,1446,349,475,0,386.27
5108,1446,2732,29,0,470.48
5109,1446,1095,359,0,2.56
5110,1447,3476,212,212,435.86
5111,1447,4603,491,491,251.37
5112,1448,3855,173,0,186.5
5113,1448,2533,132,0,118.28
5114,1448,3487,29,0,320.65
5115,1448,2534,35,0,458.54
5116,1448,3475,111,0,41.4
5117,1448,3930,75,0,451.9
5118,1449,2626,348,348,230.5
5119,1449,2889,108,108,51.59
5120,1450,4126,94,0,289.25
5121,1451,1600,197,197,479.24
5122,1451,1320,352,352,295.7
5123,1451,4417,134,134,355.17
5124,1451,3360,22,22,109.53
5125,1451,4010,289,289,284.0
5126,1452,4488,48,48,359.54
5127,1452,3062,209,209,69.3
5128,1452,4435,348,348,32.27
5129,1452,4085,375,375,117.6
5130,1452,6,193,193,185.9
5131,1453,841,71,71,102.74
5132,1453,3836,379,379,263.32
5133,1453,3204,322,322,482.56
5134,1453,4048,124,124,325.95
5135,1453,3893,43,43,455.92
5136,1453,1726,29,29,219.81
5137,1454,396,159,159,355.2
5138,1455,4897,94,0,46.4
5139,1455,4586,244,0,399.33
5140,1456,4221,372,372,16.62
5141,1456,1653,186,186,380.79
5142,1456,833,377,377,348.18
5143,1457,2852,61,30,7.19
5144,1458,4686,376,376,251.21
5145,1458,4011,74,74,440.88
5146,1458,1764,274,274,400.34
5147,1458,1149,65,65,25.65
5148,1459,4622,409,409,301.71
5149,1459,2492,452,452,329.29
5150,1459,3076,380,380,110.14
5151,1459,1800,106,106,326.46
5152,1460,489,304,304,270.22
5153,1460,1469,446,446,193.2
5154,1461,473,264,264,486.51
5155,1461,2489,335,335,16.92
5156,1461,4184,457,457,488.34
5157,1461,1594,91,91,3.6
5158,1461,2267,445,445,81.7
5159,1461,4949,252,252,79.14
5160,1462,4970,256,256,190.36
5161,1462,495,89,89,23.89
5162,1462,1658,195,195,384.64
5163,1462,3076,170,170,110.14
5164,1462,4673,433,433,318.74
5165,1462,4973,122,122,158.96
5166,1463,550,300,69,99.62
5167,1463,2061,397,128,262.58
5168,1463,2954,464,162,77.92
5169,1463,3415,400,53,355.29
5170,1463,1808,76,70,346.34
5171,1463,2822,385,150,15.56
5172,1464,813,446,446,268.68
5173,1464,3330,41,41,198.1
5174,1464,3425,90,90,389.78
5175,1464,493,344,344,365.8
5176,1464,796,92,92,176.69
5177,1464,3716,196,196,250.63
5178,1465,1786,269,269,436.39
5179,1466,4988,181,116,226.33
5180,1466,34,215,128,375.92
5181,1467,2124,217,153,383.0
5182,1467,592,112,11,416.0
5183,1467,4764,55,41,295.21
5184,1467,759,182,14,227.91
5185,1467,1522,180,36,246.68
5186,1467,915,322,36,72.74
5187,1468,3762,412,412,310.42
5188,1468,1760,495,495,283.81
5189,1468,660,323,323,448.11
5190,1469,2620,357,357,471.69
5191,1470,2985,111,111,292.77
5192,1470,375,185,185,269.38
5193,1470,3112,360,360,338.3
5194,1470,4891,93,93,371.61
5195,1471,3086,382,382,379.63
5196,1471,721,310,310,373.2
5197,1471,2908,74,74,384.34
5198,1471,4222,12,12,280.31
5199,1472,2775,421,0,454.63
5200,1472,4137,179,0,393.2
5201,1473,3287,315,315,171.32
5202,1473,4856,168,168,132.21
5203,1473,2383,156,156,487.8
5204,1473,1358,368,368,382.52
5205,1473,1608,190,190,375.31
5206,1473,4770,345,345,326.12
5207,1474,4898,216,80,200.95
5208,1474,2127,40,33,482.15
5209,1474,2712,415,44,313.57
5210,1474,2791,171,90,105.66
5211,1474,3359,445,418,413.56
5212,1474,3035,92,85,305.29
5213,1475,4108,387,387,355.11
5214,1475,4273,415,415,415.33
5215,1475,4258,288,288,239.49
5216,1475,3460,492,492,18.84
5217,1476,4144,331,331,163.61
5218,1477,2015,377,377,393.44
5219,1477,2328,27,27,246.17
5220,1477,4129,376,376,210.71
5221,1477,4338,379,379,498.26
5222,1477,3928,213,213,323.17
5223,1477,664,100,100,460.7
5224,1478,1684,375,0,414.35
5225,1479,3158,43,0,292.5
5226,1479,3839,143,0,307.95
5227,1479,1537,192,0,281.51
5228,1479,4379,65,0,350.58
5229,1480,2664,109,109,343.5
5230,1480,4461,385,385,458.76
5231,1480,904,313,313,323.34
5232,1481,911,449,449,379.95
5233,1481,823,431,431,95.2
5234,1481,659,186,186,441.55
5235,1481,3841,325,325,354.58
5236,1481,3197,426,426,337.92
5237,1482,4359,40,40,99.16
5238,1482,1901,329,329,436.88
5239,1483,2519,353,353,363.16
5240,1483,3015,308,308,84.36
5241,1484,907,128,128,476.72
5242,1484,2295,366,366,218.39
5243,1484,2446,204,204,330.8
5244,1484,541,151,151,329.36
5245,1484,69,261,261,415.87
5246,1484,4377,436,436,178.61
5247,1485,249,409,409,377.63
5248,1485,3939,200,200,124.41
5249,1485,2753,38,38,181.12
5250,1485,939,21,21,10.78
5251,1486,4658,345,345,56.38
5252,1486,489,115,115,270.22
5253,1486,4733,365,365,345.12
5254,1487,1525,356,356,69.86
5255,1487,4820,151,151,377.37
5256,1487,99,11,11,222.3
5257,1487,872,80,80,341.46
5258,1488,2970,12,12,417.41
5259,1488,4016,186,186,499.52
5260,1488,291,325,325,450.24
5261,1489,2360,353,353,473.58
5262,1489,3755,477,477,404.22
5263,1489,4877,329,329,274.36
5264,1489,2201,418,418,342.97
5265,1490,204,200,200,446.83
5266,1490,2661,432,432,29.19
5267,1490,3280,405,405,234.31
5268,1490,3781,464,464,414.57
5269,1490,1104,363,363,341.19
5270,1490,3951,138,138,438.69
5271,1491,3034,116,0,281.55
5272,1491,202,495,0,151.16
5273,1492,788,105,105,237.79
5274,1492,3806,411,411,234.73
5275,1493,136,34,34,37.35
5276,1494,2424,24,24,362.69
5277,1494,1358,304,304,382.52
5278,1494,3599,181,181,89.39
5279,1495,1673,469,469,315.94
5280,1495,1269,138,138,7.77
5281,1496,351,22,22,475.22
5282,1496,4076,498,498,318.8
5283,1496,2283,449,449,451.1
5284,1496,380,251,251,137.68
5285,1497,581,460,460,333.8
5286,1497,3211,476,476,167.24
5287,1497,3108,227,227,136.85
5288,1497,1145,373,373,296.92
5289,1498,1326,82,82,179.14
5290,1498,4186,367,367,426.42
5291,1498,1724,13,13,363.75
5292,1498,3959,493,493,41.95
5293,1498,3393,345,345,79.2
5294,1498,1663,468,468,125.0
5295,1499,3265,48,48,308.63
5296,1499,3232,190,190,73.32
5297,1499,4266,285,285,246.47
5298,1499,4938,196,196,262.65
5299,1500,3334,32,32,114.56
5300,1500,4584,40,40,307.58
5301,1500,2152,118,118,123.92
5302,1500,4670,172,172,184.84
5303,1501,988,24,24,51.34
5304,1501,365,70,70,290.46
5305,1501,3585,142,142,26.75
5306,1501,4128,123,123,14.9
5307,1501,2032,53,53,324.94
5308,1501,4736,468,468,75.17
5309,1502,4291,301,0,186.46
5310,1503,4405,53,53,64.89
5311,1504,4171,207,207,335.82
5312,1504,1260,447,447,190.89
5313,1504,595,195,195,192.59
5314,1504,1794,201,201,397.77
5315,1505,30,231,231,334.44
5316,1505,1587,228,228,435.57
5317,1505,686,128,128,170.65
5318,1505,2034,223,223,424.26
5319,1505,687,489,489,286.28
5320,1506,3776,417,0,435.68
5321,1506,1264,434,0,218.75
5322,1507,2430,87,87,228.32
5323,1507,45,479,479,93.54
5324,1507,2336,452,452,174.8
5325,1507,963,404,404,50.69
5326,1507,298,406,406,9.85
5327,1508,4739,295,0,146.86
5328,1508,3290,176,0,31.88
5329,1508,2349,68,0,415.49
5330,1509,4396,183,183,354.9
5331,1509,2921,277,277,163.41
5332,1509,3494,208,208,188.99
5333,1510,2653,324,324,495.44
5334,1510,1443,474,474,90.42
5335,1510,117,151,151,182.5
5336,1510,1835,411,411,270.49
5337,1510,4244,452,452,425.83
5338,1511,3935,110,110,147.66
5339,1512,3489,408,176,255.91
5340,1512,1659,434,90,232.67
5341,1512,4936,386,99,472.62
5342,1512,2730,134,6,285.3
5343,1513,4474,283,283,158.3
5344,1513,298,28,28,9.85
5345,1513,49,472,472,219.61
5346,1513,4841,10,10,317.66
5347,1513,789,495,495,33.34
5348,1513,3980,346,346,114.2
5349,1514,3782,236,236,190.36
5350,1514,3836,287,287,263.32
5351,1514,990,30,30,358.79
5352,1514,3194,19,19,145.99
5353,1514,2538,99,99,177.43
5354,1515,3744,45,45,382.28
5355,1516,1532,136,136,399.1
5356,1516,2484,476,476,227.0
5357,1517,2109,375,375,471.21
5358,1517,2234,289,289,244.5
5359,1518,2445,196,196,414.87
5360,1518,3948,24,24,414.13
5361,1518,678,170,170,65.56
5362,1518,4150,274,274,101.3
5363,1519,4188,350,350,29.93
5364,1520,930,162,47,70.19
5365,1520,1210,149,122,340.69
5366,1520,4017,482,156,384.3
5367,1520,3521,382,361,251.73
5368,1521,3864,245,245,146.23
5369,1521,3449,194,194,183.82
5370,1521,476,241,241,133.2
5371,1521,3841,170,170,354.58
5372,1521,2956,40,40,411.5
5373,1522,833,36,36,348.18
5374,1522,2874,64,64,411.11
5375,1522,1591,104,104,499.32
5376,1522,3816,317,317,300.26
5377,1522,2336,343,343,174.8
5378,1523,1167,150,150,274.72
5379,1523,43,284,284,117.87
5380,1523,3705,228,228,158.63
5381,1523,4088,221,221,180.9
5382,1524,1925,452,452,401.58
5383,1524,2641,258,258,347.22
5384,1524,3398,459,459,222.44
5385,1524,4693,89,89,104.6
5386,1525,4338,29,29,498.26
5387,1525,4672,451,451,78.79
5388,1525,4073,171,171,232.53
5389,1526,2852,75,75,7.19
5390,1526,3698,213,213,206.7
5391,1526,2589,86,86,485.91
5392,1526,685,201,201,268.87
5393,1527,1916,374,374,342.6
5394,1527,3154,448,448,213.5
5395,1527,3852,284,284,65.5
5396,1527,4559,70,70,492.97
5397,1527,1530,257,257,110.3
5398,1528,3334,186,57,114.56
5399,1529,246,350,182,169.2
5400,1529,3209,226,104,479.61
5401,1529,2832,215,1,357.8
5402,1529,101,436,257,52.9
5403,1529,3237,59,1,165.0
5404,1530,1441,247,247,52.62
5405,1531,4673,361,361,318.74
5406,1531,1779,240,240,212.87
5407,1531,931,336,336,371.48
5408,1531,2629,50,50,253.92
5409,1532,65,316,316,290.61
5410,1532,3671,52,52,408.29
5411,1532,3763,151,151,350.84
5412,1533,1847,82,82,227.93
5413,1533,405,145,145,396.73
5414,1533,4775,286,286,53.36
5415,1533,1439,97,97,185.8
5416,1533,4460,135,135,353.71
5417,1533,2907,311,311,410.36
5418,1534,2198,314,314,167.2
5419,1534,8,384,384,411.87
5420,1534,2334,23,23,197.95
5421,1534,4220,119,119,477.16
5422,1534,2804,209,209,221.63
5423,1535,4063,54,0,377.77
5424,1535,4449,294,0,344.86
5425,1535,1496,405,0,400.21
5426,1535,421,97,0,70.77
5427,1536,4295,262,0,323.84
5428,1536,1232,218,0,341.33
5429,1536,3472,27,0,445.74
5430,1536,2221,391,0,378.1
5431,1536,4594,231,0,177.49
5432,1536,4504,227,0,53.2
5433,1537,1750,123,123,150.19
5434,1538,1666,374,374,182.12
5435,1538,3858,283,283,120.3
5436,1538,737,208,208,113.93
5437,1538,4683,224,224,477.2
5438,1538,4618,449,449,179.77
5439,1539,1472,51,51,319.4
5440,1539,178,415,415,440.64
5441,1539,2505,166,166,77.84
5442,1539,3573,378,378,61.31
5443,1539,2086,66,66,492.61
5444,1539,1138,216,216,115.56
5445,1540,3182,51,51,370.63
5446,1540,4988,166,166,226.33
5447,1541,4010,183,0,284.0
5448,1541,4959,78,0,320.53
5449,1541,550,418,0,99.62
5450,1541,4057,23,0,4.2
5451,1541,4950,294,0,371.29
5452,1541,4590,233,0,81.64
5453,1542,3353,426,136,238.36
5454,1542,3566,415,208,472.21
5455,1543,3147,36,36,440.67
5456,1543,3013,96,96,338.32
5457,1543,4944,283,283,27.4
5458,1544,1056,43,43,163.23
5459,1544,1196,494,494,151.23
5460,1544,2829,120,120,62.19
5461,1544,1978,63,63,76.47
5462,1544,933,455,455,498.58
5463,1545,2918,220,220,208.75
5464,1545,446,174,174,170.53
5465,1545,2903,371,371,437.63
5466,1546,824,486,486,415.48
5467,1546,2263,281,281,220.6
5468,1547,3946,438,438,132.94
5469,1547,3098,487,487,207.87
5470,1547,4292,351,351,333.66
5471,1547,1471,272,272,291.21
5472,1548,2913,320,320,59.73
5473,1548,3763,111,111,350.84
5474,1548,803,283,283,209.82
5475,1548,3267,396,396,248.1
5476,1549,1138,193,193,115.56
5477,1549,364,149,149,142.76
5478,1550,3775,102,102,166.31
5479,1550,3938,326,326,438.83
5480,1550,4083,446,446,276.97
5481,1550,4435,388,388,32.27
5482,1550,1580,414,414,339.46
5483,1550,1958,157,157,236.25
5484,1551,4982,393,393,172.4
5485,1551,1664,333,333,44.49
5486,1551,30,210,210,334.44
5487,1551,2925,260,260,196.75
5488,1551,3489,314,314,255.91
5489,1552,2836,210,115,413.95
5490,1552,2857,20,6,199.87
5491,1552,2121,122,90,10.7
5492,1552,3305,75,66,58.62
5493,1552,2677,450,374,421.13
5494,1552,4012,16,14,315.37
5495,1553,4361,347,347,196.14
5496,1553,104,201,201,97.3
5497,1554,525,107,107,37.22
5498,1555,2795,347,347,350.15
5499,1555,2552,442,442,70.72
5500,1555,1316,371,371,423.47
5501,1556,2980,363,363,275.64
5502,1556,3449,235,235,183.82
5503,1556,1639,192,192,494.38
5504,1556,347,258,258,194.68
5505,1556,4119,364,364,229.78
5506,1557,4095,272,272,229.49
5507,1557,3589,484,484,477.56
5508,1558,1132,97,97,335.69
5509,1558,4487,382,382,164.39
5510,1558,2000,458,458,133.89
5511,1558,1207,45,45,468.29
5512,1558,3927,228,228,379.21
5513,1559,4061,144,144,63.95
5514,1560,2235,487,487,78.65
5515,1560,2872,232,232,283.75
5516,1561,1428,406,406,103.46
5517,1561,3224,314,314,292.42
5518,1561,791,192,192,195.91
5519,1561,4435,198,198,32.27
5520,1562,3958,301,301,347.49
5521,1562,2200,326,326,94.47
5522,1562,810,432,432,117.29
5523,1562,661,225,225,484.54
5524,1563,4911,254,254,453.8
5525,1563,2686,34,34,417.45
5526,1563,414,246,246,450.6
5527,1564,1207,39,39,468.29
5528,1565,2533,338,338,118.28
5529,1565,419,39,39,19.94
5530,1565,2986,402,402,132.27
5531,1565,366,250,250,346.37
5532,1566,2562,84,38,46.7
5533,1566,1743,116,70,53.92
5534,1567,2198,445,445,167.2
5535,1567,829,459,459,236.97
5536,1568,1704,290,290,237.65
5537,1568,4979,150,150,127.64
5538,1569,859,195,195,194.69
5539,1569,4523,462,462,381.53
5540,1569,208,181,181,439.78
5541,1569,3261,398,398,214.72
5542,1569,227,353,353,410.6
5543,1570,3942,203,203,165.32
5544,1570,4939,154,154,181.64
5545,1570,2008,290,290,113.87
5546,1571,3536,66,66,201.54
5547,1572,1253,41,26,341.64
5548,1572,3976,16,14,247.14
5549,1572,2891,158,16,193.48
5550,1572,1261,370,90,167.57
5551,1573,418,234,234,208.8
5552,1573,3104,464,464,457.77
5553,1573,1604,403,403,97.84
5554,1573,2158,421,421,206.95
5555,1574,1246,10,10,481.25
5556,1574,548,61,61,407.84
5557,1574,1631,26,26,137.8
5558,1574,2719,74,74,370.15
5559,1575,3535,294,294,244.19
5560,1575,4692,74,74,280.39
5561,1575,3107,363,363,101.11
5562,1576,2615,181,102,339.26
5563,1576,2057,216,22,139.26
5564,1576,2068,345,252,296.66
5565,1576,2628,171,132,294.65
5566,1576,2154,179,153,66.67
5567,1576,4469,127,122,499.32
5568,1577,3169,158,158,484.78
5569,1577,4981,286,286,109.71
5570,1577,2762,471,471,445.3
5571,1577,448,20,20,194.77
5572,1577,2000,202,202,133.89
5573,1577,3796,71,71,388.95
5574,1578,887,170,170,235.49
5575,1578,1117,136,136,311.98
5576,1578,3510,218,218,232.98
5577,1578,2085,123,123,245.49
5578,1578,3538,80,80,107.4
5579,1578,4249,475,475,338.61
5580,1579,2106,14,14,260.86
5581,1579,2011,134,134,118.14
5582,1580,4068,179,71,158.6
5583,1580,3169,56,55,484.78
5584,1581,1748,382,382,208.4
5585,1581,1955,183,183,126.2
5586,1581,861,265,265,377.9
5587,1581,68,294,294,150.2
5588,1581,3268,413,413,151.36
5589,1581,3034,145,145,281.55
5590,1582,1159,46,46,167.19
5591,1582,2621,211,211,236.0
5592,1583,295,62,62,385.82
5593,1583,1248,62,62,480.45
5594,1583,829,113,113,236.97
5595,1584,770,191,191,367.71
5596,1584,347,41,41,194.68
5597,1585,3685,447,447,271.59
5598,1585,1246,397,397,481.25
5599,1585,2614,338,338,88.86
5600,1586,718,105,105,279.88
5601,1586,2909,410,410,252.93
5602,1586,4041,81,81,231.96
5603,1586,3543,277,277,10.7
5604,1587,719,242,242,60.97
5605,1588,3056,493,493,292.71
5606,1589,3494,394,394,188.99
5607,1590,1086,402,402,113.2
5608,1590,4306,74,74,354.62
5609,1590,2971,291,291,385.21
5610,1590,3528,101,101,450.92
5611,1590,4107,315,315,476.69
5612,1590,6,377,377,185.9
5613,1591,3012,429,217,127.17
5614,1592,4064,34,34,456.0
5615,1593,4705,246,246,337.24
5616,1593,4768,485,485,139.1
5617,1593,518,113,113,314.97
5618,1593,2474,139,139,455.33
5619,1593,4243,462,462,214.54
5620,1593,2726,253,253,239.66
5621,1594,4008,496,496,165.21
5622,1594,1392,455,455,269.18
5623,1594,1643,424,424,96.99
5624,1595,815,230,230,401.2
5625,1596,1321,354,354,33.17
5626,1596,4881,412,412,230.67
5627,1596,1366,218,218,452.51
5628,1596,3336,246,246,179.51
5629,1596,1700,310,310,394.17
5630,1597,4952,295,191,474.5
5631,1597,4830,12,2,489.1
5632,1597,1994,211,118,26.96
5633,1598,2057,478,478,139.26
5634,1599,1565,21,21,493.16
5635,1599,297,57,57,144.24
5636,1600,2701,258,258,26.36
5637,1600,1939,424,424,43.82
5638,1600,1899,245,245,401.77
5639,1600,236,394,394,381.55
5640,1601,4412,403,403,154.9
5641,1601,1924,291,291,264.1
5642,1602,711,280,0,232.33
5643,1602,2162,339,0,413.64
5644,1602,914,449,0,343.76
5645,1603,2024,409,273,54.53
5646,1603,1481,331,221,306.99
5647,1603,4595,61,27,205.72
5648,1603,245,483,326,136.11
5649,1603,3430,207,105,275.8
5650,1604,1332,175,175,6.33
5651,1604,4175,401,401,210.52
5652,1604,1031,342,342,198.11
5653,1604,2146,459,459,77.1
5654,1604,920,140,140,490.26
5655,1605,4811,355,355,414.45
5656,1605,2907,423,423,410.36
5657,1606,3018,170,170,31.2
5658,1606,1860,310,310,203.37
5659,1606,4036,454,454,412.38
5660,1607,4738,252,252,42.36
5661,1607,545,486,486,392.62
5662,1607,3196,257,257,402.63
5663,1608,3965,161,161,32.41
5664,1608,4016,477,477,499.52
5665,1608,4919,160,160,348.54
5666,1608,2650,312,312,317.26
5667,1608,4872,122,122,197.25
5668,1608,2527,403,403,276.64
5669,1609,2030,63,63,464.3
5670,1609,2230,443,443,469.96
5671,1609,653,394,394,162.45
5672,1609,1794,339,339,397.77
5673,1609,4849,441,441,355.26
5674,1609,3450,81,81,367.51
5675,1610,605,118,118,488.15
5676,1610,4405,317,317,64.89
5677,1610,4036,78,78,412.38
5678,1610,1669,73,73,135.8
5679,1610,4616,211,211,468.51
5680,1611,1728,458,458,489.9
5681,1611,3631,168,168,306.64
5682,1611,360,492,492,151.5
5683,1611,988,465,465,51.34
5684,1611,519,143,143,171.11
5685,1612,486,206,0,253.13
5686,1612,26,215,0,312.34
5687,1613,3966,259,259,336.68
5688,1613,4889,16,16,455.7
5689,1614,2575,67,26,79.28
5690,1614,160,129,123,75.93
5691,1614,3572,256,244,332.67
5692,1614,3619,327,81,433.4
5693,1614,64,63,56,98.7
5694,1615,4533,460,460,18.65
5695,1615,4828,134,134,352.8
5696,1616,3559,189,189,127.13
5697,1617,4259,145,145,148.63
5698,1618,1853,47,47,352.62
5699,1619,355,98,0,437.2
5700,1619,3084,180,0,359.26
5701,1619,1602,188,0,278.92
5702,1619,4461,392,0,458.76
5703,1619,4606,44,0,188.21
5704,1620,4293,313,313,251.46
5705,1620,2749,410,410,70.54
5706,1620,1803,42,42,482.84
5707,1620,4561,194,194,146.31
5708,1621,1169,322,322,347.97
5709,1621,2339,226,226,157.19
5710,1621,1563,243,243,499.31
5711,1621,2941,481,481,64.24
5712,1621,2162,335,335,413.64
5713,1622,3815,181,181,226.67
5714,1622,3779,141,141,165.73
5715,1622,647,186,186,381.78
5716,1622,4760,402,402,265.99
5717,1622,478,479,479,327.79
5718,1622,4954,43,43,41.26
5719,1623,3255,100,100,460.28
5720,1624,4558,320,0,18.39
5721,1624,4239,489,0,445.3
5722,1624,30,382,0,334.44
5723,1624,696,104,0,427.78
5724,1624,4272,348,0,452.46
5725,1624,2627,111,0,472.91
5726,1625,1796,244,244,316.14
5727,1625,184,311,311,60.4
5728,1625,984,95,95,467.21
5729,1625,1943,421,421,202.8
5730,1625,3232,334,334,73.32
5731,1625,1766,195,195,150.25
5732,1626,2888,499,499,462.36
5733,1626,2928,498,498,138.13
5734,1626,3180,374,374,355.13
5735,1626,2546,209,209,125.92
5736,1626,3875,436,436,276.8
5737,1626,4090,344,344,383.47
5738,1627,1827,325,325,73.45
5739,1628,3867,343,343,131.59
5740,1628,4613,117,117,445.4
5741,1629,1964,379,379,74.3
5742,1629,2032,90,90,324.94
5743,1629,4406,437,437,76.41
5744,1629,1549,50,50,60.6
5745,1630,1196,351,351,151.23
5746,1630,3002,282,282,97.7
5747,1630,3909,39,39,369.29
5748,1630,995,193,193,27.3
5749,1630,2530,199,199,477.95
5750,1631,3579,377,377,226.29
5751,1631,2795,160,160,350.15
5752,1632,3897,467,282,115.81
5753,1632,952,209,197,11.4
5754,1632,4447,417,82,142.45
5755,1633,3480,471,471,438.2
5756,1633,1253,15,15,341.64
5757,1634,4994,473,0,167.4
5758,1635,3387,125,1,105.31
5759,1635,103,218,80,16.79
5760,1635,608,388,386,218.88
5761,1635,1401,157,126,440.34
5762,1635,4526,394,178,383.22
5763,1636,1109,281,281,102.0
5764,1636,2863,42,42,44.8
5765,1636,994,62,62,129.52
5766,1636,4033,465,465,17.64
5767,1636,601,26,26,338.5
5768,1637,1802,148,148,31.3
5769,1637,41,233,233,356.34
5770,1637,3218,395,395,445.28
5771,1637,823,238,238,95.2
5772,1638,2167,362,175,80.73
5773,1639,3005,151,151,235.99
5774,1639,3035,154,154,305.29
5775,1639,704,211,211,383.9
5776,1639,1975,431,431,483.7
5777,1639,1078,121,121,355.74
