so_item_id,so_id,product_id,quantity,unit_price,discount_pct
42887,14341,3399,11,197.81,5
42888,14341,731,1,248.9,0
42889,14341,1663,3,182.72,0
42890,14342,2787,19,215.26,0
42891,14342,2187,1,468.52,10
42892,14343,1607,17,840.15,0
42893,14343,1011,10,180.05,10
42894,14343,2917,13,527.6,15
42895,14343,3826,16,47.1,0
42896,14343,1233,15,175.25,0
42897,14344,4582,20,598.77,15
42898,14344,527,13,388.11,0
42899,14344,4170,14,114.44,0
42900,14344,1453,12,288.87,0
42901,14345,3762,5,771.1,5
42902,14345,3053,6,34.19,15
42903,14345,3074,18,364.7,5
42904,14345,659,17,543.11,0
42905,14346,3990,9,475.23,5
42906,14346,203,8,137.77,0
42907,14347,3790,14,45.49,20
42908,14347,3900,6,142.68,10
42909,14348,2560,16,536.27,0
42910,14348,1391,4,176.64,5
42911,14348,2106,11,360.97,0
42912,14348,3516,5,119.17,0
42913,14348,3873,3,295.79,5
42914,14349,3181,11,205.13,5
42915,14350,207,12,16.92,0
42916,14350,4013,8,737.96,0
42917,14351,4085,14,201.1,0
42918,14351,1513,6,557.35,20
42919,14351,607,20,334.62,10
42920,14351,3740,3,959.19,15
42921,14351,3575,14,388.99,0
42922,14352,2263,19,293.4,10
42923,14353,2071,5,220.67,0
42924,14353,2343,1,7.14,15
42925,14353,3985,11,674.71,5
42926,14353,326,2,146.01,15
42927,14353,2933,18,836.86,5
42928,14354,463,17,584.04,0
42929,14354,4213,9,722.61,15
42930,14354,4389,8,492.8,0
42931,14354,737,17,137.86,0
42932,14354,2514,14,608.57,0
42933,14355,2360,19,1032.19,0
42934,14355,4834,4,289.62,20
42935,14355,4141,9,502.41,20
42936,14355,2896,10,926.25,15
42937,14356,609,9,200.04,20
42938,14356,3983,7,772.26,15
42939,14356,3144,10,158.46,20
42940,14356,803,13,268.57,10
42941,14356,4342,12,627.76,20
42942,14357,3750,18,81.96,10
42943,14357,3386,2,403.14,0
42944,14357,2427,10,908.74,0
42945,14357,168,13,794.06,10
42946,14358,4018,7,556.12,0
42947,14358,778,7,34.63,5
42948,14358,3693,6,230.04,15
42949,14359,4039,18,500.3,0
42950,14360,445,1,431.05,0
42951,14360,2689,5,491.25,0
42952,14360,230,14,476.27,0
42953,14360,2526,7,313.24,0
42954,14361,375,2,339.42,0
42955,14361,3346,6,142.73,20
42956,14361,3372,9,182.23,10
42957,14361,2572,15,30.84,0
42958,14361,94,7,616.71,15
42959,14362,196,4,175.63,5
42960,14362,1971,3,658.5,5
42961,14362,394,17,342.87,20
42962,14363,4683,12,701.48,5
42963,14364,215,10,415.3,0
42964,14364,2790,17,601.25,0
42965,14365,1978,18,115.47,20
42966,14366,477,14,11.92,15
42967,14366,630,15,584.8,5
42968,14366,3393,6,150.48,10
42969,14367,953,4,18.94,15
42970,14367,3442,2,177.82,5
42971,14367,3673,11,57.71,0
42972,14368,3913,18,273.71,0
42973,14369,3198,8,247.67,0
42974,14370,1383,6,596.3,20
42975,14370,2662,15,166.85,5
42976,14370,4828,11,635.04,0
42977,14370,858,11,668.37,5
42978,14371,2327,4,520.64,20
42979,14371,2463,9,426.81,0
42980,14371,2118,2,174.77,0
42981,14372,283,9,74.16,0
42982,14372,4989,9,534.93,0
42983,14372,4851,15,31.45,0
42984,14373,4301,1,481.07,10
42985,14373,3429,20,594.8,0
42986,14374,1580,6,611.03,10
42987,14375,2077,9,646.16,20
42988,14375,1289,7,591.94,15
42989,14375,4927,20,245.75,0
42990,14375,4400,13,511.65,10
42991,14375,2591,16,252.85,0
42992,14376,1899,11,713.29,15
42993,14376,4398,18,24.37,0
42994,14376,4638,11,563.91,15
42995,14377,1786,17,610.95,15
42996,14377,4,19,506.68,0
42997,14377,4177,9,94.36,20
42998,14378,2011,5,198.48,0
42999,14378,3739,9,572.22,0
43000,14378,3651,14,580.3,0
43001,14378,2909,12,336.4,5
43002,14379,3819,15,276.45,10
43003,14379,2953,6,271.28,0
43004,14380,3725,10,414.14,15
43005,14380,1979,2,102.08,10
43006,14380,202,2,243.37,5
43007,14381,4792,16,76.13,0
43008,14381,4113,3,414.58,0
43009,14381,2722,15,239.75,5
43010,14381,3224,6,532.2,10
43011,14382,4387,12,260.58,5
43012,14382,3406,11,443.82,15
43013,14383,3179,14,378.72,20
43014,14383,2453,1,280.02,5
43015,14383,2358,3,409.99,15
43016,14383,4575,9,575.37,10
43017,14383,3671,6,714.51,20
43018,14384,1226,11,263.58,0
43019,14384,3700,14,408.91,10
43020,14384,4191,15,538.68,0
43021,14384,2519,13,657.32,0
43022,14385,3939,17,210.25,5
43023,14385,2448,6,128.47,0
43024,14385,99,19,275.65,10
43025,14386,1137,17,185.31,20
43026,14386,4584,14,590.55,15
43027,14386,4404,5,891.74,0
43028,14386,1640,16,584.84,5
43029,14386,1029,1,295.39,0
43030,14387,4710,6,695.29,10
43031,14387,558,4,482.54,15
43032,14388,3450,1,727.67,0
43033,14388,2151,6,557.14,10
43034,14388,3764,4,227.8,20
43035,14388,1362,2,808.53,5
43036,14389,3708,1,655.55,15
43037,14389,3667,3,476.85,5
43038,14389,2119,9,106.56,0
43039,14389,4292,9,517.17,0
43040,14390,442,13,199.09,0
43041,14390,348,14,353.24,5
43042,14390,955,7,386.45,0
43043,14390,2896,16,926.25,0
43044,14390,4344,9,7.94,5
43045,14391,4871,13,366.27,0
43046,14391,3149,5,608.89,0
43047,14391,3181,19,205.13,5
43048,14391,1332,18,10.25,10
43049,14392,2310,7,718.45,0
43050,14392,3,19,422.93,5
43051,14392,947,7,698.66,0
43052,14392,3614,3,167.17,20
43053,14392,4671,8,314.9,0
43054,14393,4387,1,260.58,5
43055,14393,2368,13,95.6,0
43056,14393,4952,18,759.2,5
43057,14394,3785,14,948.54,20
43058,14395,3941,1,613.35,20
43059,14395,1441,15,73.14,15
43060,14395,1109,12,146.88,10
43061,14395,326,14,146.01,15
43062,14396,4309,2,517.6,20
43063,14396,1240,16,509.86,10
43064,14396,4827,11,265.09,0
43065,14396,2579,3,876.96,0
43066,14397,2719,8,544.12,20
43067,14397,730,17,285.87,0
43068,14397,1935,13,383.76,10
43069,14398,1487,9,96.65,20
43070,14398,2882,17,186.54,20
43071,14398,1627,1,474.88,5
43072,14398,960,17,660.99,10
43073,14399,3528,17,694.42,20
43074,14400,2944,17,162.64,0
43075,14400,2920,16,799.97,15
43076,14400,1898,11,137.99,15
43077,14400,4199,19,382.32,15
43078,14400,4402,5,284.2,5
43079,14401,2379,9,798.78,15
43080,14401,1325,13,69.78,10
43081,14402,1248,5,735.09,0
43082,14402,529,9,340.27,20
43083,14403,4569,13,623.64,20
43084,14403,2010,20,488.15,20
43085,14404,3495,15,613.13,20
43086,14404,4332,16,112.7,20
43087,14404,1648,19,18.98,0
43088,14404,772,1,455.7,5
43089,14405,435,19,686.41,0
43090,14406,1509,2,543.41,0
43091,14406,1712,16,240.41,0
43092,14406,1742,17,626.8,0
43093,14406,3744,14,672.81,20
43094,14407,3670,7,613.24,0
43095,14407,1118,15,201.47,0
43096,14407,2372,7,380.87,10
43097,14407,3106,18,770.04,0
43098,14407,4550,6,232.02,0
43099,14408,1865,19,873.24,15
43100,14408,2721,14,630.07,0
43101,14408,204,7,746.21,20
43102,14408,3475,15,78.25,5
43103,14409,4615,16,628.84,0
43104,14409,2917,20,527.6,0
43105,14409,2790,5,601.25,5
43106,14409,4086,4,452.67,20
43107,14409,1143,3,444.66,0
43108,14410,2233,4,738.12,0
43109,14410,455,10,852.37,0
43110,14410,615,7,548.52,10
43111,14410,4352,2,537.23,20
43112,14411,4943,3,611.34,10
43113,14411,522,10,608.37,0
43114,14411,4644,3,97.54,0
43115,14411,3691,9,73.75,0
43116,14411,3282,6,507.62,20
43117,14412,311,19,446.66,5
43118,14412,919,16,211.91,5
43119,14412,4815,8,190.3,20
43120,14412,4241,9,60.78,20
43121,14412,2870,16,168.6,20
43122,14413,1682,19,558.34,20
43123,14413,4607,16,754.51,20
43124,14413,2102,9,375.87,10
43125,14413,4145,1,407.55,20
43126,14413,4687,20,443.07,0
43127,14414,1743,15,70.64,0
43128,14415,4108,6,440.34,20
43129,14416,332,18,303.43,5
43130,14417,4593,12,282.28,0
43131,14417,4698,20,58.31,20
43132,14418,4369,1,125.22,10
43133,14419,4839,18,403.58,0
43134,14419,4803,10,169.15,20
43135,14419,599,2,429.43,0
43136,14419,3083,3,425.56,0
43137,14419,684,15,509.29,0
43138,14420,1490,2,631.21,20
43139,14420,4073,20,286.01,5
43140,14420,4080,13,462.99,0
43141,14421,2827,3,533.43,0
43142,14421,523,7,105.79,0
43143,14421,4879,3,381.1,0
43144,14421,1141,6,482.25,20
43145,14421,2136,3,140.68,0
43146,14422,893,12,718.5,5
43147,14423,1019,1,119.26,15
43148,14423,599,20,429.43,15
43149,14423,2907,20,595.02,0
43150,14424,619,1,218.96,0
43151,14424,2755,19,731.66,0
43152,14424,4741,6,198.45,0
43153,14424,4607,10,754.51,0
43154,14425,3127,3,175.0,0
43155,14425,2376,6,574.58,10
43156,14425,3199,19,114.73,0
43157,14426,1898,20,137.99,0
43158,14426,2600,18,638.37,20
43159,14426,715,11,631.08,5
43160,14426,2318,11,180.2,5
43161,14427,2524,20,348.75,0
43162,14427,559,17,728.7,0
43163,14428,4817,11,616.54,5
43164,14428,2508,17,7.6,0
43165,14428,722,20,132.09,5
43166,14428,1987,10,768.51,10
43167,14429,3169,4,649.61,5
43168,14430,2465,3,143.54,20
43169,14430,3917,14,804.3,5
43170,14430,685,6,473.21,10
43171,14431,4590,16,100.48,0
43172,14432,2986,7,183.86,20
43173,14433,4170,13,114.44,10
43174,14434,4813,6,372.15,0
43175,14434,1236,5,303.58,10
43176,14434,3490,19,190.65,5
43177,14435,4822,15,56.24,0
43178,14435,4897,10,90.94,10
43179,14435,477,20,11.92,0
43180,14435,3535,1,385.82,5
43181,14436,4700,18,863.95,0
43182,14436,373,17,355.49,10
43183,14437,2790,17,601.25,20
43184,14437,4698,10,58.31,5
43185,14437,2731,2,117.18,0
43186,14437,1632,9,614.21,0
43187,14437,3587,5,14.89,0
43188,14438,4122,2,730.49,20
43189,14438,135,15,500.53,0
43190,14439,1237,4,43.77,20
43191,14439,4167,12,97.1,0
43192,14440,2834,15,831.01,0
43193,14440,2651,1,206.07,0
43194,14440,1788,14,86.42,0
43195,14440,1701,19,709.66,10
43196,14441,1670,15,563.62,5
43197,14442,605,20,707.82,15
43198,14443,3314,9,536.15,0
43199,14443,3160,7,378.99,0
43200,14444,347,14,288.13,20
43201,14444,3372,16,182.23,15
43202,14444,4314,20,186.4,0
43203,14444,4165,10,553.38,0
43204,14445,291,12,661.85,0
43205,14446,3738,14,740.52,15
43206,14447,4825,2,529.33,10
43207,14447,2875,19,160.38,0
43208,14447,4751,3,527.05,0
43209,14447,3769,3,56.4,10
43210,14447,4238,15,46.31,5
43211,14448,1469,20,370.94,0
43212,14448,3297,19,324.75,15
43213,14449,1316,20,762.25,20
43214,14449,2476,1,637.84,10
43215,14449,2345,2,395.52,0
43216,14449,21,7,56.15,10
43217,14450,3488,18,673.64,0
43218,14450,2413,2,643.65,0
43219,14451,2951,12,225.88,10
43220,14452,724,20,429.09,0
43221,14452,4383,6,696.35,5
43222,14452,3417,11,400.66,0
43223,14452,4724,4,353.8,5
43224,14452,3875,4,429.04,20
43225,14453,2293,15,375.73,0
43226,14453,879,9,83.36,15
43227,14454,4537,20,700.77,20
43228,14454,1214,3,489.86,0
43229,14454,1762,11,646.09,0
43230,14454,2631,11,452.91,5
43231,14454,2586,18,617.48,20
43232,14455,2062,4,776.44,0
43233,14456,2218,14,93.46,0
43234,14456,4898,9,376.43,15
43235,14456,1383,5,596.3,20
43236,14456,4485,16,802.19,5
43237,14456,1927,12,856.07,5
43238,14457,3434,5,762.0,0
43239,14457,4962,1,176.34,20
43240,14457,4119,5,406.71,0
43241,14457,3368,9,254.3,0
43242,14457,137,9,459.77,0
43243,14458,4959,11,638.95,5
43244,14459,1136,10,623.56,0
43245,14459,166,17,811.51,0
43246,14459,1598,1,417.15,0
43247,14459,669,15,787.36,0
43248,14459,814,6,394.48,20
43249,14460,3534,10,73.8,0
43250,14461,2324,17,88.36,10
43251,14462,2589,11,831.28,5
43252,14462,2612,16,752.98,0
43253,14463,4027,18,15.21,5
43254,14463,1243,10,141.7,0
43255,14463,4346,6,165.91,0
43256,14464,2626,1,373.41,0
43257,14464,237,9,77.33,20
43258,14465,2634,14,60.98,20
43259,14465,2896,16,926.25,0
43260,14465,4040,19,212.62,0
43261,14465,4305,7,872.64,0
43262,14465,4598,18,41.29,15
43263,14466,872,12,505.36,0
43264,14466,4176,11,496.07,5
43265,14466,4934,12,640.73,20
43266,14466,2471,11,47.13,20
43267,14466,1968,4,92.69,10
43268,14467,2268,14,579.86,0
43269,14467,179,10,288.87,20
43270,14468,1636,14,214.74,0
43271,14469,262,14,637.42,0
43272,14469,3821,7,349.45,5
43273,14469,740,18,246.58,0
43274,14469,223,4,290.84,20
43275,14469,4369,10,125.22,0
43276,14470,4963,10,5.16,0
43277,14470,1959,5,529.18,0
43278,14470,1082,4,13.23,0
43279,14470,902,1,402.26,0
43280,14470,937,5,494.41,0
43281,14471,818,17,365.68,10
43282,14471,878,10,392.45,0
43283,14471,2873,17,674.82,15
43284,14471,4608,16,396.65,10
43285,14472,4958,13,189.99,5
43286,14473,3444,4,778.42,15
43287,14474,1718,15,199.64,0
43288,14475,821,13,196.32,20
43289,14475,3257,9,63.22,5
43290,14475,3630,5,770.59,10
43291,14475,2291,7,845.04,15
43292,14476,1869,15,628.28,20
43293,14476,1766,1,244.91,0
43294,14477,2114,3,92.37,10
43295,14478,4269,18,268.39,15
43296,14478,4172,5,29.63,0
43297,14478,1701,16,709.66,20
43298,14479,509,15,258.41,0
43299,14480,4079,3,923.23,0
43300,14480,4981,8,184.31,0
43301,14480,1100,15,48.8,10
43302,14481,4130,11,556.37,5
43303,14481,328,7,368.61,10
43304,14481,1413,19,60.35,5
43305,14481,4636,13,170.26,0
43306,14482,943,5,705.4,0
43307,14482,3737,12,661.7,10
43308,14482,215,20,415.3,10
43309,14483,227,16,755.5,15
43310,14483,1325,13,69.78,0
43311,14483,3634,20,6.03,10
43312,14483,2107,11,528.07,0
43313,14484,1344,2,9.61,20
43314,14484,237,2,77.33,20
43315,14485,4268,11,775.23,15
43316,14485,1249,13,331.07,10
43317,14486,4616,3,918.28,15
43318,14486,4895,16,594.19,5
43319,14487,4875,5,512.01,5
43320,14487,4892,14,452.5,5
43321,14487,3543,5,13.38,0
43322,14488,124,3,314.68,15
43323,14488,2368,3,95.6,0
43324,14488,1274,19,250.3,10
43325,14488,3780,14,338.18,10
43326,14488,3604,18,274.65,0
43327,14489,1343,19,789.06,0
43328,14489,761,18,416.0,0
43329,14490,4292,8,517.17,10
43330,14490,2775,1,550.1,0
43331,14490,511,7,371.17,0
43332,14490,4387,17,260.58,0
43333,14491,1057,13,99.75,0
43334,14492,2809,4,647.4,0
43335,14492,1603,8,87.41,0
43336,14492,2467,1,589.64,0
43337,14492,3286,16,686.51,5
43338,14493,4103,19,12.4,0
43339,14493,1496,8,556.29,20
43340,14493,1228,9,29.12,20
43341,14493,3884,20,173.86,5
43342,14493,2129,3,182.63,15
43343,14494,3407,17,186.99,20
43344,14495,3369,15,55.2,15
43345,14495,1351,6,156.98,10
43346,14495,4796,1,538.68,0
43347,14496,263,1,167.72,0
43348,14496,3581,11,92.01,20
43349,14496,565,20,649.82,20
43350,14496,1742,11,626.8,20
43351,14497,4622,10,392.22,0
43352,14497,41,17,427.61,20
43353,14497,3722,20,761.68,0
43354,14498,3466,16,283.11,5
43355,14498,1962,18,196.97,0
43356,14498,230,17,476.27,10
43357,14499,1925,12,795.13,10
43358,14499,2871,11,219.45,0
43359,14499,3501,14,99.03,0
43360,14499,1080,11,710.91,0
43361,14499,4428,11,530.4,0
43362,14500,814,10,394.48,20
43363,14500,461,4,561.83,20
43364,14500,1139,3,132.12,0
43365,14500,3709,6,385.56,20
43366,14501,4672,1,127.64,0
43367,14501,4028,13,394.27,5
43368,14501,2390,10,377.27,15
43369,14501,2239,16,461.21,0
43370,14502,3739,14,572.22,20
43371,14502,3194,10,248.18,15
43372,14502,4511,20,152.45,0
43373,14502,258,15,194.43,0
43374,14503,4410,12,848.57,5
43375,14503,3142,2,736.5,0
43376,14503,2211,1,422.41,20
43377,14503,1744,14,209.77,0
43378,14504,454,20,655.55,0
43379,14504,561,7,184.48,10
43380,14504,3208,19,88.77,0
43381,14504,3445,2,735.72,10
43382,14505,1307,6,269.33,20
43383,14505,3987,15,72.3,0
43384,14505,3836,3,394.98,0
43385,14505,2455,8,791.81,15
43386,14505,1411,9,356.97,0
43387,14506,3190,15,802.29,15
43388,14506,4685,16,570.57,0
43389,14506,1892,4,312.68,5
43390,14506,985,6,274.54,0
43391,14507,863,11,92.96,20
43392,14507,1854,19,566.65,10
43393,14508,3587,3,14.89,15
43394,14508,2644,18,767.17,0
43395,14508,397,13,124.37,15
43396,14508,3200,4,529.22,20
43397,14509,4837,3,12.21,5
43398,14509,1490,9,631.21,15
43399,14509,1891,10,127.19,0
43400,14510,166,5,811.51,20
43401,14510,3817,16,244.09,0
43402,14510,4011,15,872.94,0
43403,14510,1683,8,6.44,5
43404,14511,636,9,190.75,5
43405,14511,2299,8,256.97,15
43406,14511,3664,9,166.81,0
43407,14511,412,15,314.57,0
43408,14511,2224,15,444.03,5
43409,14512,228,1,199.53,20
43410,14512,3577,12,395.14,0
43411,14512,2199,16,320.23,0
43412,14512,338,9,246.04,15
43413,14512,3845,16,178.97,5
43414,14513,2652,10,52.66,0
43415,14514,2261,1,340.69,0
43416,14515,4817,12,616.54,0
43417,14515,4229,19,139.02,0
43418,14515,1311,6,525.57,15
43419,14515,4470,20,485.62,0
43420,14516,4084,7,595.98,5
43421,14516,369,14,326.69,0
43422,14516,986,15,852.21,0
43423,14517,2830,1,340.89,0
43424,14517,644,7,12.78,5
43425,14518,2258,17,278.03,20
43426,14518,3589,5,907.36,15
43427,14518,4035,3,436.96,5
43428,14519,3519,20,769.01,15
43429,14519,4222,2,524.18,0
43430,14519,1620,17,371.65,0
43431,14519,820,20,331.75,10
43432,14520,2228,19,766.15,0
43433,14520,868,14,253.61,5
43434,14520,2282,6,133.76,20
43435,14521,1843,15,112.82,15
43436,14522,1909,20,354.4,20
43437,14522,1625,17,538.88,5
43438,14522,2851,18,183.34,10
43439,14522,4042,7,531.36,5
43440,14522,3570,19,147.02,0
43441,14523,4091,3,251.85,5
43442,14523,869,9,455.54,5
43443,14523,733,12,761.4,0
43444,14523,2653,11,985.93,20
43445,14523,609,2,200.04,5
43446,14524,1630,7,424.96,15
43447,14524,1327,9,758.65,15
43448,14524,904,3,547.28,10
43449,14524,3678,4,329.65,0
43450,14524,4722,15,857.44,0
43451,14525,3914,10,106.81,0
43452,14525,3639,5,137.56,15
43453,14525,3519,10,769.01,15
43454,14525,3043,15,579.53,10
43455,14526,1512,13,546.58,0
43456,14526,4556,8,426.25,20
43457,14527,4979,7,245.07,20
43458,14527,2242,20,379.21,15
43459,14527,3086,20,584.63,5
43460,14527,1822,18,268.52,10
43461,14527,4835,6,526.03,10
43462,14528,4327,19,626.69,0
43463,14528,238,15,183.45,0
43464,14529,3836,2,394.98,15
43465,14529,3971,11,457.62,0
43466,14529,1587,19,740.47,0
43467,14530,1433,11,8.0,0
43468,14530,4674,3,432.28,10
43469,14530,921,9,470.99,15
43470,14530,3731,15,466.19,5
43471,14530,4943,13,611.34,5
43472,14531,4408,9,391.34,0
43473,14531,3701,12,530.53,10
43474,14532,4127,5,792.99,5
43475,14532,898,7,132.33,0
43476,14532,1920,12,203.85,0
43477,14533,974,8,505.33,0
43478,14533,1907,3,659.27,0
43479,14533,3170,10,79.94,5
43480,14533,280,18,176.2,15
43481,14533,4268,18,775.23,10
43482,14534,2066,18,50.03,0
43483,14534,3205,12,322.4,20
43484,14534,2844,14,482.1,0
43485,14534,726,15,1018.45,10
43486,14535,454,3,655.55,15
43487,14535,1717,6,497.8,0
43488,14535,520,11,514.24,20
43489,14536,2669,17,18.35,0
43490,14536,1472,18,424.8,0
43491,14536,3100,17,535.53,15
43492,14536,1659,20,395.54,15
43493,14536,4561,10,266.28,20
43494,14537,1343,9,789.06,10
43495,14537,1968,3,92.69,0
43496,14537,1876,14,828.94,20
43497,14537,3427,9,589.91,0
43498,14538,4307,11,695.23,20
43499,14538,1745,19,52.5,0
43500,14538,4128,11,29.35,0
43501,14539,3122,10,434.38,0
43502,14539,4618,16,336.17,5
43503,14539,427,7,643.95,0
43504,14539,2909,20,336.4,0
43505,14540,3327,8,614.05,0
43506,14540,4045,8,170.78,0
43507,14540,3139,6,174.56,15
43508,14540,3547,20,430.13,20
43509,14541,3821,4,349.45,0
43510,14541,133,18,634.53,10
43511,14542,4913,15,509.99,0
43512,14542,3559,14,317.61,0
43513,14542,3574,13,61.15,5
43514,14542,2568,8,114.82,5
43515,14542,70,3,752.0,15
43516,14543,3103,7,461.43,15
43517,14544,1186,15,606.89,10
43518,14544,3486,12,625.86,10
43519,14544,627,17,581.63,5
43520,14544,1336,7,738.04,20
43521,14545,657,11,432.14,15
43522,14545,2742,15,538.42,0
43523,14545,30,6,471.56,0
43524,14546,1076,11,764.12,20
43525,14547,3954,2,88.8,10
43526,14547,3952,1,562.38,0
43527,14548,3173,7,458.33,0
43528,14548,781,18,228.49,0
43529,14548,2513,13,907.74,0
43530,14549,2170,2,553.68,15
43531,14549,2192,16,377.02,10
43532,14549,958,8,342.96,20
43533,14549,1390,20,538.72,5
43534,14549,339,18,579.41,10
43535,14550,2536,10,779.2,20
43536,14551,4181,3,509.83,0
43537,14552,3904,5,236.41,0
43538,14552,1362,8,808.53,10
43539,14552,3722,8,761.68,10
43540,14553,4210,3,650.17,0
43541,14553,3112,11,487.15,0
43542,14554,2857,9,371.76,0
43543,14555,596,2,330.19,0
43544,14556,2209,12,481.66,5
43545,14557,388,1,596.62,5
43546,14557,3068,18,140.31,0
43547,14558,4008,15,344.6,20
43548,14559,3524,14,627.0,0
43549,14559,3545,8,95.07,0
43550,14559,43,11,220.42,20
43551,14559,4100,12,19.22,15
43552,14559,3252,17,764.47,10
43553,14560,781,20,228.49,0
43554,14560,1353,16,447.58,0
43555,14560,4027,1,15.21,20
43556,14560,969,6,341.74,5
43557,14561,2836,6,538.13,0
43558,14561,4433,18,341.09,0
43559,14561,2245,16,391.15,15
43560,14562,2802,6,799.0,0
43561,14562,1108,20,39.34,0
43562,14562,75,7,749.58,0
43563,14563,3441,11,271.35,20
43564,14564,4515,6,519.11,0
43565,14564,4773,19,462.36,10
43566,14564,1256,18,676.51,10
43567,14564,4052,5,609.31,15
43568,14564,309,9,426.94,5
43569,14565,172,11,364.88,0
43570,14565,1903,7,543.31,15
43571,14566,3357,17,70.72,20
43572,14566,4621,11,122.93,0
43573,14566,3351,16,362.79,15
43574,14567,2993,10,81.31,5
43575,14567,4272,8,628.92,10
43576,14567,2802,8,799.0,5
43577,14568,4382,8,744.86,20
43578,14568,3961,11,584.54,0
43579,14569,876,12,402.87,20
43580,14569,2964,13,663.3,0
43581,14569,2450,10,744.91,15
43582,14569,3535,15,385.82,10
43583,14569,2990,4,449.75,0
43584,14570,1768,2,735.44,20
43585,14570,2638,1,177.84,10
43586,14570,678,19,101.62,10
43587,14570,4591,19,698.6,20
43588,14570,764,17,28.69,0
43589,14571,2684,2,3.5,5
43590,14571,586,14,200.83,10
43591,14571,2261,11,340.69,0
43592,14571,897,4,116.47,20
43593,14572,1763,18,177.41,0
43594,14573,3293,2,402.42,20
43595,14573,2106,13,360.97,15
43596,14573,573,12,316.8,15
43597,14573,2914,19,628.92,15
43598,14573,3098,11,305.57,0
43599,14574,4934,9,640.73,5
43600,14574,268,7,313.57,10
43601,14574,385,13,473.4,0
43602,14574,2747,10,661.95,15
43603,14574,1354,13,529.38,15
43604,14575,2577,11,857.54,10
43605,14575,2976,19,650.46,20
43606,14576,2450,6,744.91,5
43607,14576,4055,12,15.46,0
43608,14576,1992,20,263.23,0
43609,14576,3971,5,457.62,10
43610,14577,2168,13,367.44,0
43611,14577,4977,10,467.62,20
43612,14577,2617,10,660.55,0
43613,14577,618,19,292.41,0
43614,14577,1930,4,311.84,5
43615,14578,528,13,403.84,5
43616,14578,781,5,228.49,0
43617,14578,44,12,933.58,20
43618,14579,4948,16,404.31,5
43619,14579,128,17,700.24,0
43620,14579,2541,16,300.98,10
43621,14580,668,6,360.19,0
43622,14580,4387,20,260.58,0
43623,14580,4954,13,74.68,20
43624,14581,3690,15,241.56,0
43625,14581,2270,4,18.31,5
43626,14582,3299,10,131.73,0
43627,14582,2576,6,699.67,20
43628,14583,1923,11,282.36,10
43629,14583,2011,4,198.48,0
43630,14583,3063,8,95.11,0
43631,14583,3131,7,184.0,0
43632,14583,2887,14,689.81,0
43633,14584,2955,1,9.39,0
43634,14584,765,15,235.34,15
43635,14584,3208,3,88.77,15
43636,14584,2208,12,609.26,0
43637,14584,1490,9,631.21,0
43638,14585,522,20,608.37,0
43639,14585,1384,3,223.09,0
43640,14586,4200,3,503.87,0
43641,14586,336,7,269.21,20
43642,14586,2766,3,405.28,0
43643,14587,2752,6,307.39,5
43644,14587,3356,12,110.19,5
43645,14587,1253,16,427.05,0
43646,14587,2404,12,542.37,0
43647,14588,154,17,665.78,0
43648,14588,1839,3,885.13,0
43649,14588,2523,13,238.88,0
43650,14588,2950,8,313.39,0
43651,14588,226,7,846.07,0
43652,14589,3282,5,507.62,10
43653,14590,741,12,571.97,0
43654,14590,2637,12,276.1,0
43655,14591,2035,9,12.28,0
43656,14591,1020,13,206.2,10
43657,14591,234,3,60.31,5
43658,14592,1381,5,93.7,20
43659,14592,4070,15,42.32,0
43660,14593,3388,1,646.35,15
43661,14593,3569,9,533.78,10
43662,14593,3711,13,206.47,15
43663,14593,3167,15,323.25,0
43664,14593,1247,12,235.19,20
43665,14594,2358,1,409.99,5
43666,14594,830,2,378.97,5
43667,14594,888,16,8.04,0
43668,14594,1852,11,26.08,5
43669,14594,1394,5,287.95,0
43670,14595,4677,8,768.86,20
43671,14595,1518,12,755.06,10
43672,14595,2192,14,377.02,0
43673,14595,1697,2,24.67,0
43674,14596,1400,15,660.41,10
43675,14597,38,12,434.55,20
43676,14597,4594,11,216.54,0
43677,14597,2150,16,280.73,20
43678,14597,1937,20,155.68,20
43679,14598,3491,18,476.71,0
43680,14598,2170,9,553.68,20
43681,14598,4,13,506.68,20
43682,14599,4059,4,96.97,10
43683,14599,848,2,865.36,15
43684,14600,128,19,700.24,15
43685,14601,1906,8,132.21,0
43686,14601,4288,9,881.8,0
43687,14602,3480,7,723.03,10
43688,14603,2191,19,236.06,20
43689,14603,4762,13,114.67,20
43690,14603,4448,2,636.27,10
43691,14604,264,20,547.01,10
43692,14604,2227,1,658.13,15
43693,14604,1946,12,739.72,15
43694,14605,2322,19,18.07,10
43695,14606,4225,12,142.22,0
43696,14607,4765,16,407.57,10
43697,14607,2865,18,186.64,15
43698,14607,1955,10,249.88,15
43699,14608,2082,19,813.96,0
43700,14608,3764,1,227.8,20
43701,14608,3455,13,584.71,0
43702,14608,3333,2,510.66,0
43703,14608,2333,18,460.83,0
43704,14609,3799,10,108.68,0
43705,14610,2096,20,361.27,15
43706,14610,2669,4,18.35,0
43707,14610,1954,1,708.54,0
43708,14610,4264,18,593.11,0
43709,14610,2282,20,133.76,0
43710,14611,3782,8,340.74,5
43711,14611,4874,9,88.88,0
43712,14611,1464,15,662.0,0
43713,14611,1714,12,648.21,0
43714,14612,4936,8,883.8,0
43715,14612,4261,1,32.7,0
43716,14612,3589,4,907.36,15
43717,14612,4053,9,447.98,0
