so_id,customer_id,warehouse_id,employee_id,order_date,ship_date,status
2260,387,10,249,2024-10-04,2024-10-07,delivered
2261,1768,9,283,2024-05-15,2024-05-19,delivered
2262,1343,1,290,2024-08-15,2024-08-20,delivered
2263,601,10,81,2023-04-10,2023-04-11,delivered
2264,55,4,239,2024-06-06,2024-06-10,delivered
2265,1987,2,14,2024-06-13,2024-06-16,delivered
2266,358,1,259,2025-07-16,2025-07-17,delivered
2267,1592,3,144,2026-06-16,2026-06-18,delivered
2268,1062,7,79,2024-09-29,2024-10-01,delivered
2269,1147,5,243,2026-01-12,2026-01-15,delivered
2270,84,2,36,2024-08-03,2024-08-08,delivered
2271,747,5,274,2023-12-05,2023-12-09,delivered
2272,784,10,270,2023-11-24,2023-11-28,delivered
2273,964,2,10,2024-08-04,2024-08-09,shipped
2274,323,3,126,2024-11-11,2024-11-15,delivered
2275,995,9,115,2026-04-23,2026-04-26,delivered
2276,1350,8,260,2024-05-27,2024-05-28,delivered
2277,35,9,116,2025-10-09,2025-10-12,delivered
2278,1430,6,61,2023-12-31,2024-01-03,delivered
2279,382,9,211,2026-05-23,2026-05-27,delivered
2280,1988,9,16,2024-08-02,2024-08-03,delivered
2281,1931,6,289,2023-08-02,2023-08-06,delivered
2282,587,4,176,2026-07-26,2026-07-27,delivered
2283,314,4,55,2026-06-06,2026-06-07,delivered
2284,531,4,53,2025-01-26,2025-01-27,delivered
2285,627,5,193,2026-03-23,,pending
2286,1904,6,235,2023-09-05,,pending
2287,611,8,89,2026-02-21,2026-02-22,delivered
2288,1633,3,260,2023-08-11,2023-08-16,delivered
2289,882,4,300,2023-12-30,2023-12-31,delivered
2290,1191,6,140,2025-06-01,2025-06-06,delivered
2291,1086,3,272,2024-05-26,2024-05-28,delivered
2292,1134,5,154,2023-06-01,2023-06-04,shipped
2293,698,8,68,2025-04-22,,cancelled
2294,1056,10,33,2026-04-25,2026-04-28,delivered
2295,722,3,258,2023-04-11,2023-04-16,delivered
2296,740,3,25,2024-02-22,2024-02-26,delivered
2297,1916,8,263,2025-10-10,2025-10-11,delivered
2298,1539,9,13,2024-05-18,2024-05-21,delivered
2299,1049,9,242,2023-07-10,2023-07-13,delivered
2300,782,5,209,2023-09-23,,cancelled
2301,1003,10,251,2023-01-25,2023-01-28,delivered
2302,643,3,202,2025-11-02,2025-11-07,delivered
2303,1121,3,134,2024-03-03,2024-03-08,shipped
2304,550,4,114,2025-02-09,2025-02-14,delivered
2305,548,9,137,2023-02-11,2023-02-12,shipped
2306,1647,10,248,2023-12-30,2023-12-31,delivered
2307,1385,2,208,2025-12-06,2025-12-10,delivered
2308,700,3,275,2026-01-18,2026-01-22,delivered
2309,963,4,190,2025-10-05,2025-10-06,delivered
2310,54,5,71,2024-01-22,2024-01-26,delivered
2311,345,6,295,2026-06-30,,pending
2312,1331,6,278,2026-06-28,2026-07-01,delivered
2313,1980,7,279,2026-05-16,2026-05-21,delivered
2314,1094,10,74,2024-11-02,2024-11-06,delivered
2315,479,3,268,2024-12-24,2024-12-26,delivered
2316,675,5,66,2023-03-11,2023-03-15,delivered
2317,1907,1,129,2023-10-10,2023-10-15,delivered
2318,1658,9,31,2023-09-20,2023-09-21,delivered
2319,378,8,9,2023-09-26,2023-09-29,delivered
2320,252,10,205,2025-06-11,2025-06-12,delivered
2321,1915,3,107,2024-11-21,2024-11-22,delivered
2322,1748,5,199,2026-06-12,2026-06-15,delivered
2323,1253,1,161,2025-08-05,2025-08-09,delivered
2324,1323,9,90,2023-10-22,2023-10-25,delivered
2325,562,7,243,2023-06-20,,pending
2326,848,10,298,2024-01-26,2024-01-30,delivered
2327,1272,10,190,2024-09-19,2024-09-23,delivered
2328,1176,9,32,2026-07-27,2026-07-30,delivered
2329,355,1,129,2025-02-28,2025-03-02,delivered
2330,1285,5,102,2024-06-27,2024-07-02,delivered
2331,1934,10,249,2024-05-30,2024-06-03,delivered
2332,921,8,55,2024-02-09,2024-02-11,delivered
2333,283,7,120,2026-03-15,2026-03-20,delivered
2334,1323,9,72,2026-01-05,2026-01-10,delivered
2335,1386,3,273,2024-06-18,2024-06-20,delivered
2336,1290,1,156,2024-03-27,2024-03-31,delivered
2337,1035,9,12,2024-10-31,,cancelled
2338,1075,5,200,2024-10-18,,cancelled
2339,1497,7,44,2025-02-26,2025-02-27,delivered
2340,575,5,171,2026-03-30,2026-04-03,delivered
2341,911,10,239,2025-05-03,2025-05-05,delivered
2342,1554,6,264,2026-02-11,2026-02-15,delivered
2343,1748,4,119,2023-03-08,2023-03-12,delivered
2344,1714,10,78,2023-10-22,2023-10-23,delivered
2345,1288,6,35,2025-03-09,,cancelled
2346,891,10,217,2023-01-17,2023-01-21,shipped
2347,441,10,76,2025-10-20,2025-10-23,delivered
2348,1208,7,181,2025-03-19,2025-03-23,delivered
2349,1616,1,153,2024-09-18,2024-09-19,delivered
2350,660,4,84,2024-11-08,2024-11-11,delivered
2351,1296,5,217,2024-12-05,2024-12-10,delivered
2352,840,6,22,2026-06-25,2026-06-26,shipped
2353,1382,6,155,2023-03-16,2023-03-18,shipped
2354,165,2,60,2026-04-21,2026-04-22,delivered
2355,1247,3,153,2023-03-20,2023-03-22,shipped
2356,1061,2,194,2023-05-30,2023-06-02,delivered
2357,1814,9,1,2024-02-04,2024-02-08,delivered
2358,1488,2,263,2025-04-22,2025-04-25,shipped
2359,1520,8,231,2025-04-12,2025-04-17,delivered
2360,27,7,119,2025-04-18,2025-04-20,delivered
2361,1570,2,70,2023-10-04,,cancelled
2362,101,8,186,2025-02-15,2025-02-18,delivered
2363,899,1,171,2023-08-17,2023-08-22,delivered
2364,1822,1,157,2023-11-11,2023-11-16,shipped
2365,1113,2,289,2024-10-27,,cancelled
2366,1416,5,295,2025-09-01,2025-09-03,delivered
2367,626,1,145,2023-09-09,2023-09-11,delivered
2368,1396,4,214,2025-09-01,2025-09-04,shipped
2369,1464,3,221,2024-11-16,2024-11-21,shipped
2370,54,8,146,2024-06-16,2024-06-17,delivered
2371,1326,9,277,2023-05-06,2023-05-07,delivered
2372,1983,9,149,2024-02-20,2024-02-24,delivered
2373,1765,6,281,2026-04-11,2026-04-14,delivered
2374,1133,5,175,2025-08-06,2025-08-09,delivered
2375,1272,10,226,2024-04-10,2024-04-15,delivered
2376,884,9,131,2024-10-11,2024-10-15,shipped
2377,1322,1,198,2024-10-24,2024-10-25,delivered
2378,854,6,209,2025-03-04,2025-03-08,delivered
2379,25,1,67,2024-04-11,2024-04-15,delivered
2380,1630,10,133,2025-06-22,2025-06-24,shipped
2381,508,3,79,2026-04-20,2026-04-24,delivered
2382,758,10,122,2025-03-12,2025-03-14,delivered
2383,1512,8,144,2025-03-02,2025-03-05,delivered
2384,1075,1,192,2023-07-10,2023-07-15,delivered
2385,1939,3,94,2025-04-09,2025-04-14,delivered
2386,1957,4,11,2025-07-05,2025-07-08,delivered
2387,1790,3,230,2026-04-05,2026-04-08,delivered
2388,1172,9,74,2023-09-11,2023-09-16,delivered
2389,1438,10,47,2024-07-12,2024-07-17,delivered
2390,810,3,235,2024-03-09,2024-03-11,delivered
2391,1999,9,141,2025-02-03,2025-02-05,delivered
2392,627,10,129,2023-06-06,2023-06-08,shipped
2393,1178,3,5,2025-02-01,2025-02-03,delivered
2394,1554,8,48,2026-07-01,2026-07-05,delivered
2395,1300,1,194,2023-01-19,2023-01-21,delivered
2396,373,10,121,2025-03-06,2025-03-08,delivered
2397,1914,2,121,2023-05-14,2023-05-17,delivered
2398,1716,10,11,2023-05-05,2023-05-07,delivered
2399,462,7,178,2025-05-19,2025-05-22,delivered
2400,1758,5,177,2023-11-23,2023-11-27,delivered
2401,1976,6,32,2026-06-16,,pending
2402,68,2,243,2026-05-19,2026-05-24,delivered
2403,85,5,75,2024-11-14,2024-11-15,delivered
2404,311,9,123,2023-04-19,2023-04-21,delivered
2405,1165,4,254,2024-08-01,2024-08-04,delivered
2406,364,7,180,2024-07-21,2024-07-24,shipped
2407,1447,1,74,2023-07-07,2023-07-08,delivered
2408,602,4,16,2023-09-26,2023-10-01,delivered
2409,1460,5,195,2024-05-09,2024-05-12,delivered
2410,162,2,41,2023-01-25,2023-01-29,delivered
2411,1676,10,224,2024-07-25,2024-07-28,delivered
2412,536,8,242,2024-01-21,2024-01-22,delivered
2413,1714,9,5,2025-08-20,2025-08-25,delivered
2414,670,1,282,2023-12-21,2023-12-26,delivered
2415,90,8,33,2023-07-05,2023-07-06,delivered
2416,800,10,70,2025-12-24,2025-12-25,delivered
2417,969,9,177,2024-08-07,,pending
2418,1993,5,136,2024-01-08,2024-01-12,delivered
2419,729,1,220,2025-01-17,2025-01-20,delivered
2420,392,8,256,2024-09-30,2024-10-02,delivered
2421,1822,1,58,2023-03-06,2023-03-10,delivered
2422,1204,8,269,2025-07-01,2025-07-04,delivered
2423,629,4,280,2026-06-14,2026-06-15,delivered
2424,1722,4,284,2023-09-25,2023-09-30,delivered
2425,718,1,144,2025-07-08,2025-07-13,delivered
2426,925,2,284,2023-08-06,2023-08-11,delivered
2427,1029,4,7,2023-11-30,2023-12-02,delivered
2428,1279,2,1,2024-11-19,2024-11-21,delivered
2429,24,7,46,2023-08-19,2023-08-20,delivered
2430,683,8,162,2025-01-29,2025-02-01,delivered
2431,1393,6,70,2025-01-10,2025-01-15,delivered
2432,1498,9,135,2026-06-20,2026-06-23,delivered
2433,374,7,36,2024-08-17,2024-08-22,delivered
2434,1074,1,246,2023-09-28,2023-09-29,delivered
2435,244,2,266,2025-12-06,2025-12-07,delivered
2436,734,5,289,2025-12-27,2025-12-31,delivered
2437,406,5,78,2025-06-06,,pending
2438,426,9,209,2023-08-01,,pending
2439,1329,5,133,2025-01-02,2025-01-05,delivered
2440,1274,3,280,2025-02-23,2025-02-24,delivered
2441,1477,1,275,2023-04-15,2023-04-16,shipped
2442,272,5,38,2025-08-27,2025-09-01,delivered
2443,248,4,202,2025-09-24,2025-09-27,delivered
2444,402,4,232,2025-04-27,2025-05-01,delivered
2445,1864,2,149,2023-03-31,2023-04-05,delivered
2446,897,2,164,2025-03-28,2025-03-29,delivered
2447,1929,3,113,2023-09-02,2023-09-05,delivered
2448,1124,6,174,2023-03-05,2023-03-09,delivered
2449,246,3,54,2023-08-04,2023-08-08,shipped
2450,758,2,219,2024-10-08,2024-10-13,delivered
2451,979,5,257,2023-01-28,2023-02-01,delivered
2452,1878,10,24,2023-02-14,2023-02-16,delivered
2453,42,4,194,2025-05-30,2025-06-02,delivered
2454,1130,4,67,2023-01-29,2023-02-03,delivered
2455,378,9,230,2024-04-12,2024-04-15,delivered
2456,1981,9,147,2025-12-13,2025-12-15,delivered
2457,1750,3,169,2025-11-04,2025-11-06,delivered
2458,1792,6,66,2023-04-30,2023-05-02,delivered
2459,618,1,232,2024-02-12,2024-02-17,delivered
2460,1267,1,28,2023-11-10,2023-11-11,delivered
2461,669,9,85,2024-11-02,2024-11-04,shipped
2462,1427,10,130,2024-10-26,2024-10-28,delivered
2463,468,1,102,2026-04-09,2026-04-10,delivered
2464,1977,9,183,2026-01-08,2026-01-10,delivered
2465,772,7,237,2024-05-15,2024-05-20,delivered
2466,1963,1,243,2023-06-16,2023-06-17,delivered
2467,1587,5,59,2023-04-20,2023-04-22,delivered
2468,1902,9,39,2024-07-03,,pending
2469,1707,1,27,2025-03-10,2025-03-11,shipped
2470,781,5,157,2025-01-15,2025-01-18,delivered
2471,1449,5,271,2024-06-13,2024-06-14,delivered
2472,1997,3,192,2023-04-18,2023-04-21,delivered
2473,309,1,27,2024-06-04,2024-06-09,delivered
2474,928,3,200,2025-06-14,,pending
2475,247,4,22,2023-09-18,,pending
2476,75,7,32,2023-02-04,2023-02-06,delivered
2477,1474,6,46,2026-01-31,2026-02-03,delivered
2478,1883,10,203,2023-01-01,2023-01-03,delivered
2479,1371,3,131,2024-08-28,2024-08-29,delivered
2480,236,5,239,2023-01-08,2023-01-11,delivered
2481,988,2,120,2025-02-07,2025-02-09,delivered
2482,827,8,100,2026-01-05,2026-01-08,delivered
2483,679,4,124,2026-07-04,2026-07-05,delivered
2484,1992,3,266,2023-01-02,2023-01-04,delivered
2485,149,7,112,2024-09-17,2024-09-20,delivered
2486,1911,1,113,2024-08-01,2024-08-04,delivered
2487,1041,8,278,2026-06-10,2026-06-11,shipped
2488,20,5,192,2023-03-03,2023-03-07,delivered
2489,924,3,84,2024-10-29,,cancelled
2490,1207,8,63,2026-03-05,,pending
2491,520,3,214,2025-03-10,2025-03-11,shipped
2492,822,6,218,2024-05-23,2024-05-28,delivered
2493,1912,9,147,2024-06-26,2024-06-30,delivered
2494,1936,8,243,2025-01-29,2025-02-01,delivered
2495,617,4,55,2023-11-16,2023-11-19,delivered
2496,1664,1,178,2024-12-08,2024-12-10,delivered
2497,1516,6,245,2023-08-05,2023-08-10,delivered
2498,597,1,122,2025-07-06,2025-07-08,shipped
2499,1585,6,63,2025-06-01,2025-06-05,delivered
2500,566,6,159,2023-12-05,2023-12-09,delivered
2501,1756,10,80,2025-10-03,2025-10-08,delivered
2502,928,4,22,2023-01-11,2023-01-12,delivered
2503,756,9,85,2025-07-31,2025-08-01,delivered
2504,956,3,111,2023-06-20,2023-06-22,delivered
2505,666,8,49,2024-06-30,2024-07-04,delivered
2506,423,3,256,2024-12-13,,cancelled
2507,1088,1,14,2026-02-12,2026-02-15,shipped
2508,1023,5,212,2024-10-11,2024-10-12,delivered
2509,1609,7,287,2025-12-29,2026-01-02,shipped
2510,1734,4,35,2025-08-26,2025-08-31,delivered
2511,115,9,59,2026-03-15,2026-03-16,shipped
2512,1966,9,253,2025-05-10,2025-05-15,delivered
2513,913,6,14,2024-10-26,,pending
2514,449,3,171,2024-01-23,2024-01-26,shipped
2515,235,3,111,2024-07-05,2024-07-07,delivered
2516,465,4,44,2024-11-02,2024-11-03,delivered
2517,1996,1,136,2025-07-14,2025-07-17,shipped
2518,911,3,249,2026-01-25,,pending
2519,1408,7,201,2023-03-21,2023-03-24,delivered
2520,819,7,92,2026-06-09,2026-06-10,delivered
2521,1070,3,284,2026-06-18,2026-06-22,delivered
2522,942,9,110,2024-10-14,2024-10-17,shipped
2523,1882,7,92,2023-08-26,2023-08-28,delivered
2524,1450,6,299,2025-07-21,2025-07-23,delivered
2525,179,10,153,2023-05-07,2023-05-11,delivered
2526,768,9,192,2025-11-05,2025-11-07,delivered
2527,1832,7,235,2023-08-08,2023-08-10,delivered
2528,1266,10,213,2025-06-02,2025-06-03,delivered
2529,474,5,237,2024-11-20,2024-11-21,delivered
2530,46,3,154,2023-10-01,2023-10-05,delivered
2531,1780,1,50,2023-01-07,2023-01-12,delivered
2532,417,5,146,2025-09-17,2025-09-19,delivered
2533,906,8,71,2023-10-18,2023-10-23,delivered
2534,320,1,272,2024-09-15,2024-09-16,shipped
2535,463,8,56,2024-02-03,2024-02-05,delivered
2536,355,5,65,2026-02-02,2026-02-06,delivered
2537,1726,9,1,2024-04-09,2024-04-11,delivered
2538,1925,8,290,2024-05-29,,pending
2539,306,9,283,2025-02-23,2025-02-28,delivered
2540,648,4,51,2025-04-21,2025-04-26,delivered
2541,986,10,117,2024-04-07,2024-04-08,delivered
2542,1381,2,99,2023-11-21,2023-11-24,delivered
2543,1798,5,160,2023-02-18,,pending
2544,517,10,241,2023-04-28,2023-05-03,shipped
2545,1402,6,233,2025-02-17,2025-02-18,delivered
2546,1177,5,77,2024-01-04,2024-01-05,delivered
2547,1007,2,191,2023-12-03,2023-12-06,delivered
2548,267,3,276,2023-06-15,2023-06-16,shipped
2549,1746,4,48,2026-05-21,2026-05-25,delivered
2550,1359,9,5,2023-11-08,2023-11-10,delivered
2551,1865,4,8,2023-04-05,2023-04-06,delivered
2552,538,6,79,2023-10-19,2023-10-22,delivered
2553,119,9,66,2026-06-05,2026-06-09,delivered
2554,1442,2,82,2023-05-18,2023-05-22,delivered
2555,614,2,229,2024-11-09,2024-11-10,delivered
2556,1714,9,202,2024-09-26,2024-09-28,delivered
2557,864,3,49,2025-08-07,2025-08-12,delivered
2558,951,7,300,2025-02-06,2025-02-11,delivered
2559,1441,10,283,2025-06-12,2025-06-16,delivered
2560,1734,2,120,2024-04-24,2024-04-25,delivered
2561,828,3,147,2024-11-12,2024-11-17,delivered
2562,114,4,103,2025-05-12,2025-05-13,delivered
2563,346,5,132,2023-06-05,2023-06-08,delivered
2564,1211,8,38,2025-10-04,2025-10-07,delivered
2565,1848,5,229,2023-04-17,2023-04-21,shipped
2566,1034,7,229,2024-04-07,2024-04-10,shipped
2567,1680,4,299,2023-11-10,2023-11-15,delivered
2568,261,2,83,2024-12-20,2024-12-21,delivered
2569,115,1,4,2025-02-19,2025-02-23,delivered
2570,958,2,43,2026-02-10,2026-02-12,delivered
2571,1625,6,80,2025-09-23,2025-09-28,delivered
2572,1469,7,199,2024-05-11,2024-05-16,delivered
2573,594,3,147,2023-03-20,2023-03-21,delivered
2574,1816,1,90,2025-07-24,2025-07-29,delivered
2575,599,6,137,2023-07-02,2023-07-04,shipped
2576,751,3,255,2026-03-03,2026-03-07,delivered
2577,382,4,56,2025-03-12,2025-03-13,delivered
2578,180,4,10,2025-05-18,2025-05-19,delivered
2579,336,10,137,2023-03-24,2023-03-29,delivered
2580,1113,8,236,2023-11-25,2023-11-29,delivered
2581,1792,2,250,2024-09-07,2024-09-12,delivered
2582,621,8,122,2025-05-02,2025-05-03,delivered
2583,1491,6,246,2024-10-22,2024-10-23,delivered
2584,1439,3,178,2023-06-05,,cancelled
2585,1457,4,267,2026-05-21,2026-05-26,delivered
2586,1894,4,258,2026-04-12,2026-04-14,shipped
2587,1481,8,38,2023-07-08,2023-07-12,delivered
2588,1586,2,237,2024-02-12,2024-02-17,delivered
2589,1108,9,250,2024-03-11,2024-03-14,delivered
2590,1884,10,31,2024-01-11,2024-01-13,delivered
2591,1980,9,280,2024-07-16,2024-07-19,delivered
2592,976,7,270,2025-10-28,2025-10-31,delivered
2593,17,4,6,2025-02-05,,cancelled
2594,365,1,125,2023-12-08,2023-12-11,delivered
2595,674,3,273,2024-05-05,2024-05-07,delivered
2596,155,6,116,2023-11-07,2023-11-10,delivered
2597,27,2,17,2025-06-23,2025-06-25,delivered
2598,583,10,27,2025-04-02,2025-04-06,shipped
2599,897,9,176,2026-03-01,2026-03-03,delivered
2600,552,4,145,2026-07-11,2026-07-13,delivered
2601,890,10,253,2023-04-02,2023-04-04,delivered
2602,917,2,133,2026-04-25,,pending
2603,1996,1,56,2025-12-14,2025-12-16,delivered
2604,413,3,256,2024-12-04,2024-12-07,delivered
2605,920,2,18,2024-07-26,2024-07-28,delivered
2606,555,9,251,2025-08-01,2025-08-05,delivered
2607,1871,4,1,2024-07-27,2024-07-28,delivered
2608,1681,10,11,2023-09-28,2023-09-30,shipped
2609,1012,5,245,2023-04-25,2023-04-26,delivered
2610,1838,10,43,2023-11-24,2023-11-27,delivered
2611,637,6,280,2023-06-27,2023-06-29,delivered
2612,78,2,47,2024-02-10,2024-02-13,delivered
2613,1348,9,135,2023-07-06,2023-07-07,delivered
2614,1005,3,1,2026-02-25,2026-02-26,delivered
2615,420,5,17,2023-08-01,2023-08-02,delivered
2616,1453,3,16,2025-10-17,2025-10-20,delivered
2617,350,6,133,2023-12-14,2023-12-15,shipped
2618,299,9,89,2025-05-05,2025-05-08,shipped
2619,1671,8,98,2026-06-12,2026-06-17,delivered
2620,548,6,171,2024-10-28,2024-11-02,delivered
2621,1577,8,107,2024-04-27,2024-05-02,delivered
2622,523,5,1,2025-02-11,2025-02-14,shipped
2623,92,1,141,2024-12-16,2024-12-18,shipped
2624,59,4,116,2024-09-09,2024-09-14,delivered
2625,152,5,232,2023-09-25,2023-09-27,delivered
2626,406,10,20,2024-11-14,2024-11-16,delivered
2627,654,6,85,2023-11-11,,cancelled
2628,248,5,90,2024-08-12,2024-08-15,delivered
2629,1718,8,297,2025-12-22,,pending
2630,404,4,10,2025-06-17,2025-06-19,shipped
2631,607,9,158,2025-12-20,2025-12-22,shipped
2632,1275,4,40,2025-06-13,2025-06-15,shipped
2633,41,2,286,2024-08-08,,cancelled
2634,1922,3,294,2025-08-26,2025-08-28,delivered
2635,1743,4,8,2023-09-10,2023-09-14,delivered
2636,1430,9,160,2025-09-28,2025-10-03,delivered
2637,1219,4,28,2024-08-06,2024-08-08,shipped
2638,108,2,201,2024-09-29,2024-10-02,shipped
2639,1746,8,236,2023-12-29,2024-01-03,delivered
2640,1170,2,102,2026-01-27,2026-01-28,delivered
2641,767,10,216,2023-06-28,2023-07-02,delivered
2642,567,6,288,2025-10-11,2025-10-13,delivered
2643,31,9,132,2025-12-23,,pending
2644,353,9,180,2024-06-17,2024-06-18,delivered
2645,1647,1,71,2023-03-14,2023-03-17,delivered
2646,287,7,1,2024-11-17,2024-11-21,delivered
2647,290,10,111,2025-09-15,2025-09-18,delivered
2648,174,1,43,2024-02-29,2024-03-02,delivered
2649,643,8,145,2025-01-22,2025-01-27,delivered
2650,1793,6,120,2023-03-12,2023-03-16,shipped
2651,618,6,234,2023-11-11,2023-11-14,delivered
2652,195,1,297,2025-05-30,2025-06-03,delivered
2653,687,8,194,2023-01-15,,pending
2654,76,4,232,2025-11-16,2025-11-19,delivered
2655,1235,9,60,2026-07-07,2026-07-10,delivered
2656,1711,4,34,2025-12-13,2025-12-16,delivered
2657,463,2,297,2023-09-18,,pending
2658,845,6,83,2025-11-30,,cancelled
2659,378,5,20,2024-05-05,2024-05-09,delivered
2660,1331,5,6,2024-12-28,2025-01-01,delivered
2661,1471,2,241,2024-02-01,2024-02-03,delivered
2662,125,8,300,2023-01-09,2023-01-10,delivered
2663,217,3,263,2026-04-17,2026-04-22,delivered
2664,11,10,135,2024-12-08,2024-12-10,delivered
2665,1245,6,25,2023-10-22,2023-10-24,delivered
2666,1593,7,24,2023-12-13,2023-12-16,delivered
2667,1811,2,132,2025-08-26,2025-08-31,delivered
2668,1139,2,125,2024-04-16,2024-04-20,delivered
2669,1204,3,46,2024-11-30,2024-12-05,delivered
2670,1010,8,58,2023-10-04,2023-10-08,shipped
2671,1220,4,21,2023-07-17,2023-07-18,delivered
2672,44,8,4,2024-06-08,2024-06-09,delivered
2673,1601,9,59,2026-02-03,2026-02-04,delivered
2674,968,3,158,2023-05-15,2023-05-20,delivered
2675,465,7,93,2024-02-22,2024-02-25,delivered
2676,578,10,71,2024-09-23,2024-09-25,delivered
2677,1587,2,156,2023-07-22,2023-07-27,delivered
2678,291,5,161,2025-11-25,2025-11-29,delivered
2679,887,10,181,2023-11-27,2023-12-02,delivered
2680,76,4,118,2025-03-09,2025-03-13,shipped
2681,1154,9,288,2026-01-11,2026-01-13,delivered
2682,1897,8,40,2025-08-06,2025-08-10,delivered
2683,125,2,11,2025-02-13,2025-02-18,delivered
2684,1147,6,94,2026-02-12,2026-02-17,shipped
2685,826,7,220,2024-11-15,2024-11-20,delivered
2686,1001,3,291,2024-02-07,2024-02-08,delivered
2687,1995,6,78,2025-08-21,2025-08-26,delivered
2688,1450,10,281,2024-08-21,2024-08-23,delivered
2689,1289,9,77,2026-03-09,,cancelled
2690,1186,4,122,2023-10-30,2023-10-31,delivered
2691,1566,5,118,2025-06-23,2025-06-27,delivered
2692,715,8,64,2024-10-01,2024-10-05,delivered
2693,1862,7,67,2024-11-29,2024-12-01,delivered
2694,83,8,5,2026-05-11,2026-05-14,delivered
2695,770,7,27,2023-08-11,2023-08-13,delivered
2696,629,2,120,2026-06-05,2026-06-09,delivered
2697,207,2,262,2025-04-27,2025-05-02,delivered
2698,1059,9,61,2023-09-14,2023-09-15,delivered
2699,305,1,283,2023-06-08,2023-06-13,delivered
2700,316,5,202,2025-06-12,,cancelled
2701,309,10,20,2023-06-25,2023-06-30,delivered
2702,661,8,80,2024-12-08,2024-12-13,delivered
2703,399,3,205,2026-05-16,,cancelled
2704,1818,7,264,2023-03-30,2023-04-01,delivered
2705,414,6,198,2023-06-28,2023-06-30,delivered
2706,1165,7,36,2025-03-18,2025-03-19,delivered
2707,120,6,161,2023-01-24,2023-01-25,delivered
2708,1962,3,32,2026-06-27,2026-07-02,delivered
2709,1992,4,190,2025-04-15,2025-04-20,delivered
2710,154,7,94,2025-11-22,2025-11-27,delivered
2711,331,8,39,2024-12-10,2024-12-12,delivered
2712,1466,1,122,2023-05-19,2023-05-23,delivered
2713,682,6,81,2023-04-29,2023-05-04,delivered
2714,1628,9,40,2025-07-04,2025-07-05,delivered
2715,1765,10,29,2026-06-20,2026-06-22,delivered
2716,67,8,193,2024-07-11,2024-07-12,delivered
2717,891,1,102,2024-10-11,2024-10-14,delivered
2718,1266,1,7,2023-08-09,2023-08-11,shipped
2719,321,8,174,2023-11-29,2023-12-04,delivered
2720,1007,9,249,2026-04-22,2026-04-26,delivered
2721,1527,6,247,2025-10-24,,pending
2722,1586,1,55,2024-07-03,2024-07-07,delivered
2723,121,3,179,2025-01-25,2025-01-27,delivered
2724,483,10,146,2023-03-23,2023-03-26,delivered
2725,1739,4,22,2023-02-21,2023-02-23,delivered
2726,222,1,285,2023-06-03,2023-06-06,delivered
2727,566,6,19,2025-10-15,2025-10-19,delivered
2728,1142,8,269,2025-08-20,2025-08-25,delivered
2729,1779,2,13,2026-06-20,2026-06-23,delivered
2730,1407,4,24,2023-06-08,2023-06-12,shipped
2731,969,3,279,2025-02-02,,pending
2732,430,9,254,2025-05-07,2025-05-10,shipped
2733,1184,1,213,2024-08-28,2024-08-29,shipped
2734,1516,7,209,2025-09-16,2025-09-20,delivered
2735,716,7,185,2026-03-13,2026-03-14,delivered
2736,501,10,246,2025-12-20,2025-12-24,delivered
2737,1544,3,37,2024-02-21,2024-02-22,delivered
2738,768,8,85,2023-06-19,2023-06-20,delivered
2739,1238,8,252,2023-10-13,2023-10-16,delivered
2740,61,10,225,2025-02-03,2025-02-05,delivered
2741,1196,5,182,2025-09-23,2025-09-25,delivered
2742,1630,2,172,2025-09-29,2025-10-03,delivered
2743,1389,5,159,2023-07-08,2023-07-13,delivered
2744,1264,9,127,2023-03-15,2023-03-17,delivered
2745,1676,4,157,2024-09-09,,pending
2746,206,2,27,2024-07-18,2024-07-21,delivered
2747,405,4,175,2026-04-11,2026-04-15,delivered
2748,1845,6,77,2025-10-10,2025-10-15,delivered
2749,1486,1,120,2023-11-01,2023-11-02,delivered
2750,873,8,249,2025-07-07,2025-07-12,shipped
2751,212,5,59,2025-05-05,2025-05-08,shipped
2752,264,5,176,2024-12-30,2025-01-03,delivered
2753,954,9,254,2025-10-18,,pending
2754,554,6,20,2025-09-27,2025-09-30,delivered
2755,1860,4,288,2023-03-29,2023-04-01,delivered
2756,1592,1,141,2025-03-24,2025-03-27,delivered
2757,1961,5,163,2026-05-03,2026-05-07,delivered
2758,1521,8,168,2024-04-01,,pending
2759,928,4,239,2024-07-25,2024-07-30,delivered
2760,738,4,190,2025-09-13,2025-09-18,delivered
2761,141,6,74,2025-02-04,2025-02-05,delivered
2762,587,7,212,2025-02-05,2025-02-06,delivered
2763,1525,3,290,2023-08-09,2023-08-12,delivered
2764,1958,10,46,2025-10-30,,pending
2765,1236,3,259,2023-08-12,2023-08-15,delivered
2766,53,3,216,2024-07-14,2024-07-15,delivered
2767,61,5,5,2025-12-18,2025-12-23,shipped
2768,631,6,268,2025-08-07,2025-08-10,delivered
2769,1625,1,136,2026-01-29,2026-02-03,shipped
2770,680,5,219,2023-02-20,2023-02-21,delivered
2771,1769,1,82,2026-04-21,2026-04-25,delivered
2772,991,2,268,2023-12-31,,cancelled
2773,16,6,238,2025-12-16,2025-12-18,delivered
2774,759,3,207,2025-01-10,2025-01-13,delivered
2775,1976,6,47,2024-10-01,2024-10-04,delivered
2776,218,7,270,2023-03-29,2023-04-03,delivered
2777,358,8,111,2023-10-25,2023-10-26,delivered
